time, interval
2:45:52.61999893188476562500 ,42
2:45:53.33499908447265625000 ,42
2:45:54.04999923706054687500 ,42
2:45:54.75500106811523437500 ,43
2:45:55.47499847412109375000 ,43
2:45:56.19499969482421875000 ,43
2:45:56.92499923706054687500 ,43
2:45:57.64500045776367187500 ,42
2:45:58.38499832153320312500 ,42
2:45:59.13000106811523437500 ,42
2:45:59.85499954223632812500 ,42
2:46:0.55500000715255737305 ,42
2:46:1.26499998569488525391 ,42
2:46:1.96000003814697265625 ,41
2:46:2.66000008583068847656 ,42
2:46:3.35500001907348632812 ,41
2:46:4.05499982833862304688 ,42
2:46:4.73500013351440429688 ,45
2:46:5.51000022888183593750 ,45
2:46:6.34498977661132812500 ,45
2:46:7.13500022888183593750 ,43
2:46:7.92999982833862304688 ,43
2:46:8.68999958038330078125 ,42
2:46:9.43999958038330078125 ,42
2:46:10.15999984741210937500 ,42
2:46:10.88500022888183593750 ,41
2:46:11.59000015258789062500 ,41
2:46:12.28999996185302734375 ,41
2:46:12.98499965667724609375 ,41
2:46:13.68500041961669921875 ,41
2:46:14.38000011444091796875 ,41
2:46:15.06999969482421875000 ,41
2:46:15.76000022888183593750 ,41
2:46:16.44499969482421875000 ,41
2:46:17.12500000000000000000 ,42
2:46:17.84498977661132812500 ,42
2:46:18.58499908447265625000 ,41
2:46:19.35000038146972656250 ,41
2:46:20.10000038146972656250 ,41
2:46:20.84000015258789062500 ,41
2:46:21.55500030517578125000 ,41
2:46:22.23500061035156250000 ,41
2:46:22.93499946594238281250 ,41
2:46:23.62500000000000000000 ,41
2:46:24.31500053405761718750 ,45
2:46:25.03000068664550781250 ,45
2:46:25.75000000000000000000 ,45
2:46:26.50499916076660156250 ,45
2:46:27.25499916076660156250 ,45
2:46:28.03000068664550781250 ,42
2:46:28.78000068664550781250 ,41
2:46:29.54500007629394531250 ,41
2:46:30.30500030517578125000 ,41
2:46:31.03499984741210937500 ,41
2:46:31.73500061035156250000 ,41
2:46:32.42499923706054687500 ,41
2:46:33.11000061035156250000 ,41
2:46:33.79499816894531250000 ,41
2:46:34.47499847412109375000 ,47
2:46:35.18000030517578125000 ,42
2:46:35.88999938964843750000 ,47
2:46:36.66500091552734375000 ,47
2:46:37.45500183105468750000 ,47
2:46:38.24499893188476562500 ,47
2:46:39.04000091552734375000 ,48
2:46:39.84000015258789062500 ,48
2:46:40.67499923706054687500 ,43
2:46:41.47499847412109375000 ,42
2:46:42.28499984741210937500 ,42
2:46:43.06499862670898437500 ,41
2:46:43.81000137329101562500 ,44
2:46:44.56000137329101562500 ,42
2:46:45.28499984741210937500 ,43
2:46:45.99499893188476562500 ,45
2:46:46.69499969482421875000 ,45
2:46:47.36999893188476562500 ,45
2:46:48.06000137329101562500 ,45
2:46:48.75999832153320312500 ,45
2:46:49.49000167846679687500 ,43
2:46:50.21998977661132812500 ,45
2:46:51.00000000000000000000 ,45
2:46:51.75500106811523437500 ,45
2:46:52.53499984741210937500 ,43
2:46:53.28499984741210937500 ,42
2:46:54.04999923706054687500 ,42
2:46:54.81000137329101562500 ,42
2:46:55.56499862670898437500 ,41
2:46:56.29000091552734375000 ,40
2:46:57.00000000000000000000 ,39
2:46:57.71500015258789062500 ,39
2:46:58.42499923706054687500 ,39
2:46:59.11999893188476562500 ,39
2:46:59.79000091552734375000 ,39
2:47:0.44499999284744262695 ,39
2:47:1.08500003814697265625 ,39
2:47:1.73500001430511474609 ,39
2:47:2.38499999046325683594 ,39
2:47:3.04500007629394531250 ,39
2:47:3.71000003814697265625 ,43
2:47:4.40999984741210937500 ,42
2:47:5.11499977111816406250 ,42
2:47:5.84999990463256835938 ,42
2:47:6.57999992370605468750 ,41
2:47:7.30000019073486328125 ,41
2:47:8.02499961853027343750 ,41
2:47:8.75000000000000000000 ,41
2:47:9.46000003814697265625 ,41
2:47:10.15499973297119140625 ,41
2:47:10.84000015258789062500 ,41
2:47:11.53499984741210937500 ,43
2:47:12.24499988555908203125 ,43
2:47:13.01000022888183593750 ,43
2:47:13.73999977111816406250 ,43
2:47:14.48499965667724609375 ,43
2:47:15.20499992370605468750 ,43
2:47:15.90499973297119140625 ,43
2:47:16.62999916076660156250 ,43
2:47:17.35499954223632812500 ,43
2:47:18.10499954223632812500 ,45
2:47:18.83499908447265625000 ,43
2:47:19.60499954223632812500 ,41
2:47:20.33499908447265625000 ,41
2:47:21.07999992370605468750 ,41
2:47:21.81500053405761718750 ,41
2:47:22.53499984741210937500 ,41
2:47:23.21998977661132812500 ,41
2:47:23.92000007629394531250 ,41
2:47:24.60499954223632812500 ,41
2:47:25.29500007629394531250 ,42
2:47:26.00000000000000000000 ,42
2:47:26.70999908447265625000 ,42
2:47:27.41500091552734375000 ,42
2:47:28.12999916076660156250 ,45
2:47:28.87999916076660156250 ,45
2:47:29.63999938964843750000 ,45
2:47:30.38500022888183593750 ,42
2:47:31.15500068664550781250 ,42
2:47:31.91500091552734375000 ,42
2:47:32.66999816894531250000 ,42
2:47:33.38000106811523437500 ,42
2:47:34.07500076293945312500 ,42
2:47:34.77500152587890625000 ,42
2:47:35.47499847412109375000 ,42
2:47:36.18000030517578125000 ,42
2:47:36.88499832153320312500 ,42
2:47:37.59498977661132812500 ,42
2:47:38.29999923706054687500 ,45
2:47:39.02500152587890625000 ,43
2:47:39.75000000000000000000 ,45
2:47:40.49000167846679687500 ,45
2:47:41.24499893188476562500 ,45
2:47:42.00000000000000000000 ,45
2:47:42.77000045776367187500 ,45
2:47:43.53499984741210937500 ,45
2:47:44.29499816894531250000 ,45
2:47:45.09000015258789062500 ,45
2:47:45.84498977661132812500 ,45
2:47:46.59999847412109375000 ,45
2:47:47.36000061035156250000 ,45
2:47:48.11999893188476562500 ,45
2:47:48.87500000000000000000 ,45
2:47:49.62500000000000000000 ,46
2:47:50.40499877929687500000 ,46
2:47:51.18000030517578125000 ,46
2:47:51.97999954223632812500 ,42
2:47:52.74499893188476562500 ,42
2:47:53.47999954223632812500 ,42
2:47:54.21998977661132812500 ,40
2:47:54.95999908447265625000 ,39
2:47:55.67499923706054687500 ,39
2:47:56.38499832153320312500 ,38
2:47:57.09498977661132812500 ,38
2:47:57.77500152587890625000 ,38
2:47:58.43000030517578125000 ,38
2:47:59.08499908447265625000 ,38
2:47:59.72499847412109375000 ,38
2:48:0.35499998927116394043 ,39
2:48:0.99500000476837158203 ,38
2:48:1.63999998569488525391 ,39
2:48:2.29500007629394531250 ,39
2:48:2.96499991416931152344 ,40
2:48:3.63000011444091796875 ,50
2:48:4.34000015258789062500 ,50
2:48:5.08500003814697265625 ,50
2:48:5.88999986648559570312 ,50
2:48:6.72499990463256835938 ,50
2:48:7.57000017166137695312 ,50
2:48:8.42000007629394531250 ,42
2:48:9.21998977661132812500 ,42
2:48:9.97999954223632812500 ,42
2:48:10.73499965667724609375 ,41
2:48:11.46998977661132812500 ,41
2:48:12.18500041961669921875 ,40
2:48:12.89000034332275390625 ,41
2:48:13.58500003814697265625 ,43
2:48:14.26500034332275390625 ,46
2:48:14.93000030517578125000 ,46
2:48:15.60999965667724609375 ,48
2:48:16.29999923706054687500 ,48
2:48:17.02000045776367187500 ,47
2:48:17.79500007629394531250 ,47
2:48:18.60499954223632812500 ,47
2:48:19.40999984741210937500 ,46
2:48:20.21998977661132812500 ,45
2:48:21.01499938964843750000 ,44
2:48:21.80999946594238281250 ,44
2:48:22.58499908447265625000 ,43
2:48:23.35000038146972656250 ,42
2:48:24.09498977661132812500 ,42
2:48:24.83499908447265625000 ,42
2:48:25.56500053405761718750 ,42
2:48:26.27000045776367187500 ,42
2:48:26.97999954223632812500 ,42
2:48:27.68000030517578125000 ,42
2:48:28.38500022888183593750 ,46
2:48:29.13500022888183593750 ,43
2:48:29.92499923706054687500 ,42
2:48:30.74500083923339843750 ,42
2:48:31.54500007629394531250 ,42
2:48:32.31999969482421875000 ,44
2:48:33.04999923706054687500 ,48
2:48:33.75000000000000000000 ,51
2:48:34.43999862670898437500 ,51
2:48:35.15000152587890625000 ,51
2:48:35.88999938964843750000 ,51
2:48:36.68999862670898437500 ,51
2:48:37.54000091552734375000 ,51
2:48:38.41500091552734375000 ,52
2:48:39.26499938964843750000 ,48
2:48:40.16500091552734375000 ,48
2:48:41.03499984741210937500 ,46
2:48:41.88000106811523437500 ,45
2:48:42.68000030517578125000 ,44
2:48:43.48500061035156250000 ,43
2:48:44.26499938964843750000 ,42
2:48:45.02999877929687500000 ,42
2:48:45.75999832153320312500 ,43
2:48:46.49499893188476562500 ,42
2:48:47.21998977661132812500 ,42
2:48:47.93500137329101562500 ,42
2:48:48.65000152587890625000 ,43
2:48:49.36999893188476562500 ,43
2:48:50.10499954223632812500 ,46
2:48:50.83499908447265625000 ,43
2:48:51.56999969482421875000 ,46
2:48:52.27999877929687500000 ,46
2:48:53.02000045776367187500 ,46
2:48:53.77500152587890625000 ,46
2:48:54.54499816894531250000 ,46
2:48:55.31499862670898437500 ,46
2:48:56.08499908447265625000 ,46
2:48:56.88499832153320312500 ,44
2:48:57.65499877929687500000 ,44
2:48:58.42499923706054687500 ,43
2:48:59.18000030517578125000 ,43
2:48:59.92499923706054687500 ,43
2:49:0.66500002145767211914 ,43
2:49:1.38499999046325683594 ,42
2:49:2.11500000953674316406 ,41
2:49:2.81500005722045898438 ,40
2:49:3.51500010490417480469 ,39
2:49:4.19500017166137695312 ,40
2:49:4.88999986648559570312 ,39
2:49:5.57000017166137695312 ,39
2:49:6.23500013351440429688 ,39
2:49:6.88999986648559570312 ,39
2:49:7.54500007629394531250 ,41
2:49:8.22500038146972656250 ,40
2:49:8.89500045776367187500 ,41
2:49:9.58500003814697265625 ,41
2:49:10.28999996185302734375 ,42
2:49:10.97999954223632812500 ,44
2:49:11.71000003814697265625 ,44
2:49:12.45499992370605468750 ,44
2:49:13.21000003814697265625 ,42
2:49:13.95499992370605468750 ,43
2:49:14.65999984741210937500 ,42
2:49:15.38000011444091796875 ,48
2:49:16.06500053405761718750 ,48
2:49:16.78000068664550781250 ,53
2:49:17.50000000000000000000 ,54
2:49:18.30999946594238281250 ,52
2:49:19.19499969482421875000 ,49
2:49:20.09498977661132812500 ,49
2:49:20.99500083923339843750 ,49
2:49:21.87000083923339843750 ,46
2:49:22.70000076293945312500 ,44
2:49:23.52499961853027343750 ,44
2:49:24.29999923706054687500 ,44
2:49:25.04000091552734375000 ,44
2:49:25.77000045776367187500 ,44
2:49:26.51000022888183593750 ,44
2:49:27.25000000000000000000 ,44
2:49:27.98500061035156250000 ,47
2:49:28.76000022888183593750 ,47
2:49:29.55500030517578125000 ,47
2:49:30.36499977111816406250 ,48
2:49:31.14999961853027343750 ,47
2:49:31.98500061035156250000 ,42
2:49:32.77500152587890625000 ,41
2:49:33.54999923706054687500 ,41
2:49:34.27999877929687500000 ,41
2:49:34.99499893188476562500 ,41
2:49:35.68500137329101562500 ,41
2:49:36.34999847412109375000 ,47
2:49:37.10499954223632812500 ,45
2:49:37.93999862670898437500 ,45
2:49:38.77000045776367187500 ,45
2:49:39.58000183105468750000 ,43
2:49:40.36500167846679687500 ,43
2:49:41.12500000000000000000 ,42
2:49:41.88000106811523437500 ,42
2:49:42.61000061035156250000 ,42
2:49:43.33000183105468750000 ,42
2:49:44.04000091552734375000 ,42
2:49:44.74000167846679687500 ,42
2:49:45.45500183105468750000 ,42
2:49:46.16999816894531250000 ,48
2:49:46.97499847412109375000 ,48
2:49:47.81000137329101562500 ,46
2:49:48.57500076293945312500 ,46
2:49:49.36500167846679687500 ,46
2:49:50.13499832153320312500 ,46
2:49:50.91999816894531250000 ,46
2:49:51.70000076293945312500 ,46
2:49:52.44499969482421875000 ,43
2:49:53.22999954223632812500 ,43
2:49:53.99000167846679687500 ,43
2:49:54.72499847412109375000 ,44
2:49:55.47999954223632812500 ,43
2:49:56.21500015258789062500 ,43
2:49:56.93999862670898437500 ,44
2:49:57.66500091552734375000 ,45
2:49:58.38999938964843750000 ,45
2:49:59.11000061035156250000 ,45
2:49:59.82500076293945312500 ,45
2:50:0.55500000715255737305 ,45
2:50:1.28999996185302734375 ,44
2:50:2.02999997138977050781 ,45
2:50:2.78999996185302734375 ,45
2:50:3.56500005722045898438 ,44
2:50:4.32999992370605468750 ,44
2:50:5.07999992370605468750 ,44
2:50:5.82000017166137695312 ,44
2:50:6.57000017166137695312 ,44
2:50:7.31500005722045898438 ,44
2:50:8.06000041961669921875 ,44
2:50:8.78999996185302734375 ,44
2:50:9.54500007629394531250 ,45
2:50:10.30500030517578125000 ,44
2:50:11.07999992370605468750 ,44
2:50:11.85000038146972656250 ,44
2:50:12.60000038146972656250 ,44
2:50:13.34000015258789062500 ,44
2:50:14.08500003814697265625 ,45
2:50:14.84000015258789062500 ,45
2:50:15.59498977661132812500 ,45
2:50:16.36499977111816406250 ,44
2:50:17.10499954223632812500 ,43
2:50:17.84498977661132812500 ,42
2:50:18.59000015258789062500 ,40
2:50:19.31999969482421875000 ,43
2:50:20.06500053405761718750 ,39
2:50:20.79000091552734375000 ,38
2:50:21.49500083923339843750 ,37
2:50:22.17000007629394531250 ,37
2:50:22.81999969482421875000 ,36
2:50:23.46500015258789062500 ,36
2:50:24.09498977661132812500 ,36
2:50:24.71500015258789062500 ,35
2:50:25.32999992370605468750 ,35
2:50:25.94000053405761718750 ,35
2:50:26.54000091552734375000 ,35
2:50:27.12999916076660156250 ,35
2:50:27.71500015258789062500 ,35
2:50:28.29500007629394531250 ,50
2:50:28.87999916076660156250 ,35
2:50:29.46998977661132812500 ,52
2:50:30.09498977661132812500 ,54
2:50:30.86499977111816406250 ,55
2:50:31.70000076293945312500 ,56
2:50:32.56999969482421875000 ,56
2:50:33.46998977661132812500 ,56
2:50:34.39500045776367187500 ,56
2:50:35.34999847412109375000 ,56
2:50:36.29499816894531250000 ,49
2:50:37.20500183105468750000 ,47
2:50:38.08000183105468750000 ,46
2:50:38.93500137329101562500 ,44
2:50:39.76499938964843750000 ,44
2:50:40.55500030517578125000 ,44
2:50:41.33000183105468750000 ,44
2:50:42.06999969482421875000 ,44
2:50:42.81000137329101562500 ,44
2:50:43.55500030517578125000 ,44
2:50:44.31499862670898437500 ,44
2:50:45.06499862670898437500 ,44
2:50:45.81999969482421875000 ,44
2:50:46.55500030517578125000 ,44
2:50:47.27999877929687500000 ,45
2:50:48.01499938964843750000 ,44
2:50:48.75999832153320312500 ,45
2:50:49.52000045776367187500 ,45
2:50:50.29000091552734375000 ,42
2:50:51.04999923706054687500 ,42
2:50:51.80500030517578125000 ,42
2:50:52.52999877929687500000 ,42
2:50:53.22999954223632812500 ,42
2:50:53.91999816894531250000 ,42
2:50:54.62500000000000000000 ,42
2:50:55.34000015258789062500 ,42
2:50:56.04999923706054687500 ,42
2:50:56.77500152587890625000 ,42
2:50:57.49000167846679687500 ,42
2:50:58.19499969482421875000 ,46
2:50:58.91500091552734375000 ,47
2:50:59.65999984741210937500 ,45
2:51:0.41999998688697814941 ,45
2:51:1.20000004768371582031 ,45
2:51:1.98500001430511474609 ,45
2:51:2.77500009536743164062 ,45
2:51:3.53999996185302734375 ,45
2:51:4.30499982833862304688 ,46
2:51:5.08500003814697265625 ,46
2:51:5.86000013351440429688 ,46
2:51:6.65000009536743164062 ,45
2:51:7.46000003814697265625 ,45
2:51:8.26000022888183593750 ,45
2:51:9.03499984741210937500 ,44
2:51:9.81499958038330078125 ,44
2:51:10.56499958038330078125 ,44
2:51:11.32999992370605468750 ,44
2:51:12.06999969482421875000 ,44
2:51:12.80000019073486328125 ,44
2:51:13.54500007629394531250 ,44
2:51:14.28499984741210937500 ,44
2:51:15.02999973297119140625 ,44
2:51:15.75000000000000000000 ,44
2:51:16.48999977111816406250 ,44
2:51:17.22500038146972656250 ,44
2:51:17.96998977661132812500 ,47
2:51:18.72500038146972656250 ,45
2:51:19.48999977111816406250 ,47
2:51:20.29000091552734375000 ,47
2:51:21.09498977661132812500 ,47
2:51:21.88999938964843750000 ,47
2:51:22.69499969482421875000 ,47
2:51:23.47999954223632812500 ,47
2:51:24.27499961853027343750 ,47
2:51:25.06500053405761718750 ,47
2:51:25.87500000000000000000 ,47
2:51:26.65999984741210937500 ,47
2:51:27.46500015258789062500 ,47
2:51:28.27000045776367187500 ,47
2:51:29.06999969482421875000 ,47
2:51:29.86499977111816406250 ,47
2:51:30.63500022888183593750 ,46
2:51:31.42000007629394531250 ,47
2:51:32.20000076293945312500 ,46
2:51:32.99499893188476562500 ,47
2:51:33.75500106811523437500 ,45
2:51:34.55500030517578125000 ,45
2:51:35.34498977661132812500 ,45
2:51:36.13000106811523437500 ,45
2:51:36.88499832153320312500 ,45
2:51:37.61500167846679687500 ,45
2:51:38.34999847412109375000 ,45
2:51:39.10499954223632812500 ,45
2:51:39.87500000000000000000 ,46
2:51:40.63000106811523437500 ,48
2:51:41.43500137329101562500 ,48
2:51:42.25000000000000000000 ,48
2:51:43.08499908447265625000 ,50
2:51:43.90999984741210937500 ,48
2:51:44.76499938964843750000 ,48
2:51:45.59999847412109375000 ,48
2:51:46.42499923706054687500 ,48
2:51:47.20500183105468750000 ,48
2:51:48.00500106811523437500 ,48
2:51:48.80500030517578125000 ,48
2:51:49.61999893188476562500 ,48
2:51:50.41500091552734375000 ,49
2:51:51.24000167846679687500 ,49
2:51:52.06000137329101562500 ,49
2:51:52.90499877929687500000 ,48
2:51:53.71998977661132812500 ,48
2:51:54.52999877929687500000 ,48
2:51:55.32500076293945312500 ,47
2:51:56.14500045776367187500 ,42
2:51:56.92499923706054687500 ,42
2:51:57.69499969482421875000 ,42
2:51:58.45000076293945312500 ,42
2:51:59.20500183105468750000 ,42
2:51:59.91999816894531250000 ,42
2:52:0.62000000476837158203 ,42
2:52:1.33000004291534423828 ,45
2:52:2.05500006675720214844 ,45
2:52:2.80999994277954101562 ,45
2:52:3.57999992370605468750 ,46
2:52:4.34498977661132812500 ,47
2:52:5.13500022888183593750 ,47
2:52:5.92000007629394531250 ,47
2:52:6.71998977661132812500 ,47
2:52:7.48500013351440429688 ,46
2:52:8.27499961853027343750 ,46
2:52:9.06999969482421875000 ,45
2:52:9.85499954223632812500 ,45
2:52:10.62500000000000000000 ,45
2:52:11.41499996185302734375 ,45
2:52:12.20499992370605468750 ,45
2:52:12.98499965667724609375 ,44
2:52:13.75000000000000000000 ,43
2:52:14.51000022888183593750 ,43
2:52:15.25000000000000000000 ,44
2:52:16.00000000000000000000 ,43
2:52:16.73500061035156250000 ,43
2:52:17.45999908447265625000 ,43
2:52:18.19000053405761718750 ,46
2:52:18.98500061035156250000 ,47
2:52:19.76499938964843750000 ,45
2:52:20.56500053405761718750 ,45
2:52:21.36499977111816406250 ,44
2:52:22.17499923706054687500 ,43
2:52:22.95499992370605468750 ,43
2:52:23.71500015258789062500 ,43
2:52:24.45499992370605468750 ,43
2:52:25.18499946594238281250 ,43
2:52:25.89500045776367187500 ,43
2:52:26.62000083923339843750 ,43
2:52:27.34000015258789062500 ,43
2:52:28.06999969482421875000 ,40
2:52:28.80500030517578125000 ,40
2:52:29.54000091552734375000 ,39
2:52:30.25000000000000000000 ,39
2:52:30.92499923706054687500 ,39
2:52:31.60000038146972656250 ,39
2:52:32.26499938964843750000 ,39
2:52:32.92499923706054687500 ,39
2:52:33.60499954223632812500 ,39
2:52:34.28499984741210937500 ,39
2:52:34.96500015258789062500 ,39
2:52:35.63499832153320312500 ,39
2:52:36.29999923706054687500 ,39
2:52:36.95999908447265625000 ,40
2:52:37.61000061035156250000 ,41
2:52:38.25500106811523437500 ,42
2:52:38.91500091552734375000 ,43
2:52:39.58499908447265625000 ,45
2:52:40.27500152587890625000 ,46
2:52:40.97999954223632812500 ,47
2:52:41.70999908447265625000 ,48
2:52:42.45999908447265625000 ,48
2:52:43.23500061035156250000 ,45
2:52:44.02000045776367187500 ,43
2:52:44.82500076293945312500 ,43
2:52:45.63999938964843750000 ,42
2:52:46.44499969482421875000 ,41
2:52:47.20500183105468750000 ,41
2:52:47.93000030517578125000 ,41
2:52:48.63000106811523437500 ,41
2:52:49.31999969482421875000 ,41
2:52:50.00999832153320312500 ,45
2:52:50.71998977661132812500 ,45
2:52:51.47499847412109375000 ,45
2:52:52.25999832153320312500 ,41
2:52:53.01499938964843750000 ,41
2:52:53.72999954223632812500 ,41
2:52:54.41999816894531250000 ,41
2:52:55.10499954223632812500 ,41
2:52:55.78499984741210937500 ,47
2:52:56.52500152587890625000 ,46
2:52:57.38999938964843750000 ,46
2:52:58.25500106811523437500 ,45
2:52:59.04000091552734375000 ,47
2:52:59.85499954223632812500 ,44
2:53:0.64499998092651367188 ,44
2:53:1.42499995231628417969 ,42
2:53:2.18000006675720214844 ,41
2:53:2.91499996185302734375 ,41
2:53:3.65000009536743164062 ,41
2:53:4.36000013351440429688 ,40
2:53:5.05999994277954101562 ,39
2:53:5.75500011444091796875 ,39
2:53:6.44999980926513671875 ,39
2:53:7.13999986648559570312 ,39
2:53:7.80999994277954101562 ,39
2:53:8.46500015258789062500 ,39
2:53:9.11999988555908203125 ,39
2:53:9.78499984741210937500 ,51
2:53:10.46998977661132812500 ,50
2:53:11.20499992370605468750 ,48
2:53:11.98999977111816406250 ,47
2:53:12.83500003814697265625 ,45
2:53:13.69999980926513671875 ,45
2:53:14.56499958038330078125 ,45
2:53:15.39999961853027343750 ,44
2:53:16.20000076293945312500 ,44
2:53:16.98999977111816406250 ,45
2:53:17.75000000000000000000 ,45
2:53:18.50000000000000000000 ,45
2:53:19.24500083923339843750 ,45
2:53:19.97500038146972656250 ,45
2:53:20.71998977661132812500 ,45
2:53:21.47500038146972656250 ,45
2:53:22.23500061035156250000 ,45
2:53:22.99500083923339843750 ,45
2:53:23.76000022888183593750 ,45
2:53:24.53000068664550781250 ,45
2:53:25.28499984741210937500 ,44
2:53:26.04500007629394531250 ,44
2:53:26.79999923706054687500 ,44
2:53:27.54999923706054687500 ,44
2:53:28.28000068664550781250 ,44
2:53:29.02000045776367187500 ,44
2:53:29.76499938964843750000 ,44
2:53:30.51499938964843750000 ,44
2:53:31.23999977111816406250 ,44
2:53:31.99500083923339843750 ,44
2:53:32.74000167846679687500 ,44
2:53:33.50000000000000000000 ,45
2:53:34.24499893188476562500 ,44
2:53:34.98500061035156250000 ,44
2:53:35.71998977661132812500 ,44
2:53:36.45000076293945312500 ,44
2:53:37.19499969482421875000 ,44
2:53:37.95000076293945312500 ,44
2:53:38.70500183105468750000 ,44
2:53:39.43999862670898437500 ,44
2:53:40.18000030517578125000 ,44
2:53:40.93000030517578125000 ,44
2:53:41.66500091552734375000 ,44
2:53:42.40999984741210937500 ,44
2:53:43.14500045776367187500 ,44
2:53:43.86500167846679687500 ,44
2:53:44.59999847412109375000 ,44
2:53:45.34000015258789062500 ,44
2:53:46.08000183105468750000 ,51
2:53:46.84000015258789062500 ,50
2:53:47.65999984741210937500 ,48
2:53:48.50000000000000000000 ,48
2:53:49.34999847412109375000 ,48
2:53:50.20500183105468750000 ,48
2:53:51.05500030517578125000 ,45
2:53:51.88999938964843750000 ,43
2:53:52.69499969482421875000 ,42
2:53:53.49499893188476562500 ,42
2:53:54.25999832153320312500 ,42
2:53:54.98500061035156250000 ,42
2:53:55.69499969482421875000 ,42
2:53:56.40499877929687500000 ,42
2:53:57.10499954223632812500 ,42
2:53:57.84000015258789062500 ,44
2:53:58.54999923706054687500 ,45
2:53:59.29499816894531250000 ,44
2:54:0.03999999910593032837 ,45
2:54:0.79000002145767211914 ,45
2:54:1.54999995231628417969 ,45
2:54:2.32500004768371582031 ,41
2:54:3.07999992370605468750 ,41
2:54:3.79500007629394531250 ,41
2:54:4.48999977111816406250 ,41
2:54:5.17500019073486328125 ,41
2:54:5.84498977661132812500 ,43
2:54:6.53499984741210937500 ,41
2:54:7.22499990463256835938 ,43
2:54:7.93499994277954101562 ,42
2:54:8.64000034332275390625 ,43
2:54:9.36999988555908203125 ,43
2:54:10.10999965667724609375 ,44
2:54:10.83500003814697265625 ,43
2:54:11.56999969482421875000 ,44
2:54:12.26000022888183593750 ,41
2:54:12.96000003814697265625 ,44
2:54:13.65499973297119140625 ,44
2:54:14.36499977111816406250 ,44
2:54:15.10499954223632812500 ,44
2:54:15.84498977661132812500 ,44
2:54:16.57999992370605468750 ,44
2:54:17.31500053405761718750 ,44
2:54:18.05999946594238281250 ,44
2:54:18.80500030517578125000 ,44
2:54:19.54999923706054687500 ,44
2:54:20.29999923706054687500 ,44
2:54:21.05500030517578125000 ,43
2:54:21.81500053405761718750 ,42
2:54:22.55500030517578125000 ,42
2:54:23.29000091552734375000 ,42
2:54:24.02000045776367187500 ,42
2:54:24.73500061035156250000 ,42
2:54:25.44000053405761718750 ,42
2:54:26.14999961853027343750 ,42
2:54:26.85000038146972656250 ,42
2:54:27.55500030517578125000 ,42
2:54:28.28000068664550781250 ,42
2:54:28.99500083923339843750 ,42
2:54:29.69000053405761718750 ,41
2:54:30.40500068664550781250 ,42
2:54:31.10000038146972656250 ,42
2:54:31.80999946594238281250 ,42
2:54:32.51499938964843750000 ,42
2:54:33.21998977661132812500 ,40
2:54:33.93000030517578125000 ,40
2:54:34.63499832153320312500 ,40
2:54:35.33499908447265625000 ,40
2:54:36.00999832153320312500 ,40
2:54:36.68500137329101562500 ,40
2:54:37.35499954223632812500 ,40
2:54:38.03499984741210937500 ,41
2:54:38.71998977661132812500 ,41
2:54:39.40999984741210937500 ,41
2:54:40.11500167846679687500 ,41
2:54:40.79499816894531250000 ,41
2:54:41.49000167846679687500 ,41
2:54:42.18000030517578125000 ,41
2:54:42.84999847412109375000 ,42
2:54:43.55500030517578125000 ,42
2:54:44.25999832153320312500 ,42
2:54:44.97999954223632812500 ,41
2:54:45.69499969482421875000 ,41
2:54:46.40999984741210937500 ,40
2:54:47.09999847412109375000 ,40
2:54:47.79000091552734375000 ,39
2:54:48.47499847412109375000 ,39
2:54:49.15499877929687500000 ,40
2:54:49.82500076293945312500 ,44
2:54:50.49000167846679687500 ,44
2:54:51.13499832153320312500 ,44
2:54:51.79499816894531250000 ,44
2:54:52.46998977661132812500 ,44
2:54:53.20999908447265625000 ,44
2:54:53.97999954223632812500 ,43
2:54:54.70999908447265625000 ,43
2:54:55.41999816894531250000 ,43
2:54:56.20000076293945312500 ,43
2:54:56.96998977661132812500 ,42
2:54:57.71998977661132812500 ,40
2:54:58.45500183105468750000 ,39
2:54:59.17499923706054687500 ,38
2:54:59.87500000000000000000 ,37
2:55:0.55000001192092895508 ,37
2:55:1.21000003814697265625 ,37
2:55:1.85000002384185791016 ,37
2:55:2.48000001907348632812 ,37
2:55:3.10500001907348632812 ,37
2:55:3.73499989509582519531 ,50
2:55:4.38999986648559570312 ,47
2:55:5.17999982833862304688 ,47
2:55:6.05999994277954101562 ,47
2:55:6.92500019073486328125 ,47
2:55:7.76000022888183593750 ,46
2:55:8.54500007629394531250 ,44
2:55:9.32499980926513671875 ,42
2:55:10.11999988555908203125 ,42
2:55:10.91499996185302734375 ,41
2:55:11.68500041961669921875 ,39
2:55:12.42000007629394531250 ,39
2:55:13.13500022888183593750 ,38
2:55:13.81999969482421875000 ,38
2:55:14.48499965667724609375 ,38
2:55:15.13500022888183593750 ,38
2:55:15.77499961853027343750 ,38
2:55:16.41500091552734375000 ,45
2:55:17.06500053405761718750 ,45
2:55:17.73999977111816406250 ,45
2:55:18.45999908447265625000 ,45
2:55:19.21500015258789062500 ,45
2:55:19.98999977111816406250 ,42
2:55:20.75499916076660156250 ,42
2:55:21.50499916076660156250 ,40
2:55:22.21500015258789062500 ,37
2:55:22.89500045776367187500 ,37
2:55:23.54999923706054687500 ,38
2:55:24.19000053405761718750 ,41
2:55:24.81500053405761718750 ,44
2:55:25.42499923706054687500 ,44
2:55:26.04500007629394531250 ,45
2:55:26.69000053405761718750 ,47
