time,HR per minute
0:3:20.65,45
0:3:21.415,46
0:3:22.185,46
0:3:22.96,44
0:3:23.705,44
0:3:24.45,44
0:3:25.195,44
0:3:25.94,44
0:3:26.68,45
0:3:27.435,44
0:3:28.18,44
0:3:28.92,44
0:3:29.655,43
0:3:30.385,43
0:3:31.115,44
0:3:31.855,45
0:3:32.615,46
0:3:33.385,46
0:3:34.155,45
0:3:34.91,43
0:3:35.635,42
0:3:36.35,42
0:3:37.065,42
0:3:37.775,45
0:3:38.525,48
0:3:39.33,48
0:3:40.145,48
0:3:40.96,48
0:3:41.77,46
0:3:42.545,45
0:3:43.295,45
0:3:44.045,44
0:3:44.79,46
0:3:45.565,45
0:3:46.325,45
0:3:47.085,44
0:3:47.825,44
0:3:48.56,44
0:3:49.295,43
0:3:50.02,42
0:3:50.72,42
0:3:51.42,41
0:3:52.105,40
0:3:52.785,40
0:3:53.455,39
0:3:54.12,41
0:3:54.805,41
0:3:55.49,40
0:3:56.165,42
0:3:56.88,40
0:3:57.56,41
0:3:58.245,40
0:3:58.925,39
0:3:59.585,39
0:4:0.24,38
0:4:0.88,37
0:4:1.505,36
0:4:2.115,37
0:4:2.735,36
0:4:3.335,36
0:4:3.935,35
0:4:4.52,34
0:4:5.1,34
0:4:5.67,33
0:4:6.235,33
0:4:6.795,33
0:4:7.355,33
0:4:7.91,33
0:4:8.46,33
0:4:9.015,33
0:4:9.575,35
0:4:10.16,36
0:4:10.775,40
0:4:11.445,43
0:4:12.17,48
0:4:12.98,49
0:4:13.805,53
0:4:14.7,54
0:4:15.615,53
0:4:16.51,49
0:4:17.34,48
0:4:18.145,47
0:4:18.935,46
0:4:19.715,45
0:4:20.475,42
0:4:21.19,43
0:4:21.92,44
0:4:22.66,43
0:4:23.39,42
0:4:24.105,40
0:4:24.78,39
0:4:25.44,40
0:4:26.115,40
0:4:26.79,41
0:4:27.475,40
0:4:28.155,41
0:4:28.845,42
0:4:29.555,45
0:4:30.305,45
0:4:31.06,45
0:4:31.82,44
0:4:32.56,43
0:4:33.29,42
0:4:34.005,43
0:4:34.725,44
0:4:35.465,45
0:4:36.215,47
0:4:37.01,47
0:4:37.8,46
0:4:38.575,46
0:4:39.355,48
0:4:40.155,48
0:4:40.965,46
0:4:41.74,44
0:4:42.485,44
0:4:43.22,43
0:4:43.945,42
0:4:44.66,41
0:4:45.355,42
0:4:46.065,42
0:4:46.77,42
0:4:47.48,43
0:4:48.205,43
0:4:48.935,45
0:4:49.685,46
0:4:50.46,47
0:4:51.245,47
0:4:52.035,47
0:4:52.82,45
0:4:53.57,43
0:4:54.29,44
0:4:55.025,48
0:4:55.825,51
0:4:56.685,50
0:4:57.525,51
0:4:58.375,48
0:4:59.185,44
0:4:59.93,42
0:5:0.63,39
0:5:1.295,38
0:5:1.94,38
0:5:2.58,39
0:5:3.24,48
0:5:4.055,57
0:5:5.015,56
0:5:5.955,56
0:5:6.9,54
0:5:7.81,52
0:5:8.685,48
0:5:9.5,46
0:5:10.27,43
0:5:11.0,42
0:5:11.7,41
0:5:12.39,40
0:5:13.07,41
0:5:13.755,41
0:5:14.44,41
0:5:15.135,43
0:5:15.865,44
0:5:16.605,45
0:5:17.365,46
0:5:18.135,45
0:5:18.9,45
0:5:19.66,44
0:5:20.4,42
0:5:21.115,42
0:5:21.82,42
0:5:22.52,41
0:5:23.215,42
0:5:23.915,41
0:5:24.61,41
0:5:25.3,41
0:5:25.995,41
0:5:26.69,42
0:5:27.4,43
0:5:28.13,43
0:5:28.86,45
0:5:29.615,45
0:5:30.37,44
0:5:31.115,44
0:5:31.855,43
0:5:32.585,43
0:5:33.31,42
0:5:34.025,42
0:5:34.725,40
0:5:35.395,39
0:5:36.05,39
0:5:36.715,41
0:5:37.41,42
0:5:38.12,43
0:5:38.85,44
0:5:39.595,45
0:5:40.355,45
0:5:41.12,46
0:5:41.895,45
0:5:42.655,45
0:5:43.415,45
0:5:44.165,44
0:5:44.905,43
0:5:45.635,42
0:5:46.35,44
0:5:47.085,43
0:5:47.805,42
0:5:48.52,42
0:5:49.235,45
0:5:49.995,46
0:5:50.775,46
0:5:51.545,45
0:5:52.295,43
0:5:53.02,42
0:5:53.72,41
0:5:54.41,40
0:5:55.08,39
0:5:55.74,39
0:5:56.39,41
0:5:57.075,43
0:5:57.805,46
0:5:58.58,48
0:5:59.385,52
0:6:0.255,54
0:6:1.16,53
0:6:2.055,52
0:6:2.93,50
0:6:3.765,48
0:6:4.58,47
0:6:5.365,44
0:6:6.1,42
0:6:6.805,41
0:6:7.5,42
0:6:8.215,42
0:6:8.925,44
0:6:9.66,43
0:6:10.38,44
0:6:11.115,44
0:6:11.855,46
0:6:12.625,46
0:6:13.395,46
0:6:14.165,46
0:6:14.935,44
0:6:15.675,44
0:6:16.42,44
0:6:17.16,44
0:6:17.9,44
0:6:18.64,43
0:6:19.37,42
0:6:20.08,42
0:6:20.78,42
0:6:21.485,41
0:6:22.175,41
0:6:22.87,42
0:6:23.575,43
0:6:24.3,44
0:6:25.045,46
0:6:25.82,48
0:6:26.625,47
0:6:27.415,47
0:6:28.2,45
0:6:28.965,43
0:6:29.695,43
0:6:30.42,42
0:6:31.13,41
0:6:31.82,41
0:6:32.505,41
0:6:33.19,41
0:6:33.875,40
0:6:34.55,40
0:6:35.225,40
0:6:35.9,39
0:6:36.565,40
0:6:37.235,39
0:6:37.895,39
0:6:38.545,39
0:6:39.2,40
0:6:39.875,44
0:6:40.61,48
0:6:41.42,48
0:6:42.23,49
0:6:43.055,48
0:6:43.865,47
0:6:44.66,45
0:6:45.425,44
0:6:46.165,42
0:6:46.88,42
0:6:47.585,41
0:6:48.28,42
0:6:48.98,42
0:6:49.695,42
0:6:50.41,41
0:6:51.1,39
0:6:51.765,38
0:6:52.4,37
0:6:53.03,37
0:6:53.65,37
0:6:54.28,39
0:6:54.935,42
0:6:55.64,48
0:6:56.45,51
0:6:57.31,54
0:6:58.22,57
0:6:59.175,57
0:7:0.135,54
0:7:1.04,50
0:7:1.88,48
0:7:2.69,46
0:7:3.46,44
0:7:4.205,43
0:7:4.93,42
0:7:5.63,41
0:7:6.315,41
0:7:7.0,41
0:7:7.69,41
0:7:8.38,42
0:7:9.085,42
0:7:9.8,43
0:7:10.53,43
0:7:11.26,42
0:7:11.97,42
0:7:12.67,41
0:7:13.36,42
0:7:14.065,42
0:7:14.77,42
0:7:15.48,42
0:7:16.185,41
0:7:16.875,40
0:7:17.555,40
0:7:18.23,39
0:7:18.89,39
0:7:19.55,42
0:7:20.25,43
0:7:20.97,45
0:7:21.72,43
0:7:22.45,44
0:7:23.185,44
0:7:23.925,43
0:7:24.645,42
0:7:25.36,41
0:7:26.045,40
0:7:26.725,40
0:7:27.395,41
0:7:28.08,40
0:7:28.75,39
0:7:29.4,39
0:7:30.065,39
0:7:30.725,39
0:7:31.385,39
0:7:32.035,38
0:7:32.67,37
0:7:33.295,37
0:7:33.92,38
0:7:34.555,39
0:7:35.215,40
0:7:35.885,42
0:7:36.585,42
0:7:37.285,43
0:7:38.01,42
0:7:38.725,41
0:7:39.42,41
0:7:40.105,41
0:7:40.79,41
0:7:41.485,41
0:7:42.175,42
0:7:42.885,42
0:7:43.595,41
0:7:44.28,39
0:7:44.945,38
0:7:45.59,37
0:7:46.22,39
0:7:46.875,39
0:7:47.525,41
0:7:48.21,40
0:7:48.885,39
0:7:49.55,39
0:7:50.2,37
0:7:50.825,36
0:7:51.44,36
0:7:52.045,35
0:7:52.64,36
0:7:53.245,36
0:7:53.855,39
0:7:54.505,40
0:7:55.185,42
0:7:55.89,42
0:7:56.59,41
0:7:57.285,42
0:7:57.985,42
0:7:58.69,42
0:7:59.395,41
0:8:0.09,41
0:8:0.775,39
0:8:1.435,38
0:8:2.07,37
0:8:2.69,39
0:8:3.34,42
0:8:4.045,42
0:8:4.755,42
0:8:5.46,42
0:8:6.16,41
0:8:6.845,40
0:8:7.52,40
0:8:8.195,39
0:8:8.86,41
0:8:9.545,41
0:8:10.24,42
0:8:10.94,43
0:8:11.66,42
0:8:12.37,42
0:8:13.07,41
0:8:13.765,41
0:8:14.455,41
0:8:15.15,41
0:8:15.845,42
0:8:16.545,42
0:8:17.255,42
0:8:17.965,42
0:8:18.675,42
0:8:19.38,42
0:8:20.095,42
0:8:20.81,45
0:8:21.56,44
0:8:22.3,47
0:8:23.09,48
0:8:23.895,48
0:8:24.705,47
0:8:25.495,47
0:8:26.28,46
0:8:27.05,45
0:8:27.8,43
0:8:28.525,43
0:8:29.25,43
0:8:29.97,43
0:8:30.695,42
0:8:31.41,45
0:8:32.16,44
0:8:32.895,44
0:8:33.63,44
0:8:34.37,44
0:8:35.115,43
0:8:35.835,45
0:8:36.585,44
0:8:37.32,45
0:8:38.08,47
0:8:38.87,47
0:8:39.655,46
0:8:40.435,45
0:8:41.195,45
0:8:41.95,44
0:8:42.685,44
0:8:43.425,45
0:8:44.175,44
0:8:44.92,44
0:8:45.66,43
0:8:46.39,43
0:8:47.12,43
0:8:47.845,42
0:8:48.55,43
0:8:49.275,43
0:8:50.0,44
0:8:50.745,48
0:8:51.55,48
0:8:52.36,49
0:8:53.18,48
0:8:53.985,46
0:8:54.76,45
0:8:55.525,44
0:8:56.27,45
0:8:57.02,45
0:8:57.775,46
0:8:58.55,47
0:8:59.34,46
0:9:0.115,45
0:9:0.88,43
0:9:1.605,43
0:9:2.335,43
0:9:3.06,44
0:9:3.8,43
0:9:4.53,45
0:9:5.29,46
0:9:6.06,45
0:9:6.825,46
0:9:7.6,45
0:9:8.36,44
0:9:9.105,44
0:9:9.85,43
0:9:10.58,44
0:9:11.315,43
0:9:12.04,42
0:9:12.755,42
0:9:13.47,45
0:9:14.22,44
0:9:14.965,46
0:9:15.745,48
0:9:16.56,47
0:9:17.35,46
0:9:18.12,45
0:9:18.87,43
0:9:19.59,41
0:9:20.275,39
0:9:20.94,39
0:9:21.6,40
0:9:22.28,41
0:9:22.97,42
0:9:23.67,42
0:9:24.385,42
0:9:25.095,42
0:9:25.8,42
0:9:26.515,43
0:9:27.235,43
0:9:27.965,43
0:9:28.685,42
0:9:29.4,44
0:9:30.135,43
0:9:30.865,45
0:9:31.615,45
0:9:32.375,45
0:9:33.125,45
0:9:33.89,46
0:9:34.665,46
0:9:35.435,45
0:9:36.2,45
0:9:36.955,45
0:9:37.71,44
0:9:38.445,45
0:9:39.2,43
0:9:39.93,42
0:9:40.645,41
0:9:41.33,41
0:9:42.02,39
0:9:42.685,40
0:9:43.36,40
0:9:44.03,40
0:9:44.71,39
0:9:45.375,42
0:9:46.08,42
0:9:46.78,42
0:9:47.485,40
0:9:48.165,40
0:9:48.835,39
0:9:49.5,40
0:9:50.175,40
0:9:50.845,39
0:9:51.5,39
0:9:52.165,39
0:9:52.815,40
0:9:53.485,41
0:9:54.17,40
0:9:54.84,41
0:9:55.535,42
0:9:56.24,42
0:9:56.94,43
0:9:57.665,43
0:9:58.385,43
0:9:59.11,41
0:9:59.805,41
0:10:0.495,41
0:10:1.18,43
0:10:1.9,44
0:10:2.645,48
0:10:3.46,51
0:10:4.31,50
0:10:5.15,50
0:10:5.99,47
0:10:6.775,44
0:10:7.52,44
0:10:8.255,41
0:10:8.95,41
0:10:9.635,43
0:10:10.355,46
0:10:11.135,49
0:10:11.96,47
0:10:12.745,46
0:10:13.515,44
0:10:14.255,41
0:10:14.95,41
0:10:15.64,42
0:10:16.34,42
0:10:17.045,41
0:10:17.74,42
0:10:18.44,42
0:10:19.14,42
0:10:19.855,43
0:10:20.585,43
0:10:21.305,44
0:10:22.05,45
0:10:22.81,48
0:10:23.61,47
0:10:24.395,45
0:10:25.15,45
0:10:25.91,46
0:10:26.68,46
0:10:27.45,48
0:10:28.265,49
0:10:29.085,49
0:10:29.915,47
0:10:30.705,44
0:10:31.45,44
0:10:32.185,42
0:10:32.895,42
0:10:33.595,42
0:10:34.295,42
0:10:34.995,42
0:10:35.695,40
0:10:36.375,40
0:10:37.055,39
0:10:37.72,40
0:10:38.4,42
0:10:39.115,44
0:10:39.86,45
0:10:40.615,42
0:10:41.33,42
0:10:42.04,40
0:10:42.72,40
0:10:43.395,40
0:10:44.065,40
0:10:44.735,39
0:10:45.4,38
0:10:46.045,38
0:10:46.685,37
0:10:47.315,38
0:10:47.955,39
0:10:48.615,44
0:10:49.355,49
0:10:50.185,50
0:10:51.025,50
0:10:51.87,49
0:10:52.695,47
0:10:53.49,44
0:10:54.235,43
0:10:54.96,42
0:10:55.665,41
0:10:56.35,40
0:10:57.025,39
0:10:57.69,39
0:10:58.345,39
0:10:59.005,38
0:10:59.65,42
0:11:0.35,46
0:11:1.125,48
0:11:1.925,52
0:11:2.8,52
0:11:3.68,51
0:11:4.54,49
0:11:5.36,47
0:11:6.155,46
0:11:6.925,43
0:11:7.65,42
0:11:8.35,40
0:11:9.025,39
0:11:9.685,39
0:11:10.35,40
0:11:11.025,41
0:11:11.71,45
0:11:12.47,50
0:11:13.31,52
0:11:14.185,52
0:11:15.055,53
0:11:15.945,52
0:11:16.815,50
0:11:17.66,48
0:11:18.475,45
0:11:19.23,45
0:11:19.99,43
0:11:20.72,43
0:11:21.45,44
0:11:22.19,44
0:11:22.935,46
0:11:23.705,45
0:11:24.46,42
0:11:25.175,42
0:11:25.89,43
0:11:26.61,43
0:11:27.33,43
0:11:28.05,42
0:11:28.76,45
0:11:29.51,48
0:11:30.31,49
0:11:31.13,48
0:11:31.94,46
0:11:32.72,47
0:11:33.505,48
0:11:34.31,49
0:11:35.13,48
0:11:35.945,47
0:11:36.73,44
0:11:37.47,43
0:11:38.19,42
0:11:38.905,44
0:11:39.64,46
0:11:40.41,48
0:11:41.225,48
0:11:42.03,47
0:11:42.82,46
0:11:43.6,47
0:11:44.385,44
0:11:45.13,43
0:11:45.86,43
0:11:46.58,43
0:11:47.3,44
0:11:48.04,46
0:11:48.81,46
0:11:49.59,45
0:11:50.35,47
0:11:51.14,46
0:11:51.91,46
0:11:52.69,46
0:11:53.46,45
0:11:54.215,45
0:11:54.98,46
0:11:55.75,48
0:11:56.55,48
0:11:57.36,47
0:11:58.155,47
0:11:58.945,45
0:11:59.705,43
0:12:0.425,43
0:12:1.15,42
0:12:1.85,43
0:12:2.575,41
0:12:3.27,42
0:12:3.975,43
0:12:4.705,45
0:12:5.455,46
0:12:6.225,46
0:12:7.005,44
0:12:7.745,42
0:12:8.445,41
0:12:9.135,42
0:12:9.84,43
0:12:10.565,51
0:12:11.415,50
0:12:12.255,49
0:12:13.08,48
0:12:13.88,46
0:12:14.655,45
0:12:15.415,43
0:12:16.145,42
0:12:16.845,41
0:12:17.54,41
0:12:18.23,41
0:12:18.92,42
0:12:19.625,43
0:12:20.35,45
0:12:21.105,45
0:12:21.86,45
0:12:22.62,45
0:12:23.37,46
0:12:24.14,45
0:12:24.89,44
0:12:25.635,42
0:12:26.34,42
0:12:27.04,42
0:12:27.745,41
0:12:28.44,42
0:12:29.15,42
0:12:29.86,42
0:12:30.565,42
0:12:31.27,42
0:12:31.97,42
0:12:32.685,43
0:12:33.41,43
0:12:34.13,42
0:12:34.845,40
0:12:35.525,41
0:12:36.215,40
0:12:36.89,40
0:12:37.565,39
0:12:38.23,39
0:12:38.89,39
0:12:39.55,39
0:12:40.215,40
0:12:40.89,39
0:12:41.555,38
0:12:42.195,40
0:12:42.865,39
0:12:43.525,42
0:12:44.225,45
0:12:44.98,47
0:12:45.765,43
0:12:46.495,43
0:12:47.22,41
0:12:47.915,41
0:12:48.6,41
0:12:49.295,42
0:12:50.005,43
0:12:50.735,45
0:12:51.485,45
0:12:52.25,44
0:12:52.99,42
0:12:53.705,43
0:12:54.435,41
0:12:55.125,41
0:12:55.815,43
0:12:56.535,44
0:12:57.275,45
0:12:58.025,45
0:12:58.775,42
0:12:59.49,42
0:13:0.19,42
0:13:0.895,41
0:13:1.58,42
0:13:2.295,45
0:13:3.05,45
0:13:3.81,46
0:13:4.58,45
0:13:5.33,45
0:13:6.08,44
0:13:6.815,44
0:13:7.56,42
0:13:8.275,42
0:13:8.975,42
0:13:9.685,41
0:13:10.38,42
0:13:11.095,43
0:13:11.815,44
0:13:12.55,43
0:13:13.275,43
0:13:13.995,43
0:13:14.72,43
0:13:15.445,44
0:13:16.18,44
0:13:16.915,44
0:13:17.66,43
0:13:18.39,43
0:13:19.11,42
0:13:19.82,41
0:13:20.515,40
0:13:21.195,40
0:13:21.865,39
0:13:22.525,39
0:13:23.185,40
0:13:23.855,40
0:13:24.53,39
0:13:25.195,40
0:13:25.87,42
0:13:26.585,43
0:13:27.315,44
0:13:28.05,42
0:13:28.765,41
0:13:29.46,40
0:13:30.13,38
0:13:30.775,38
0:13:31.41,37
0:13:32.035,36
0:13:32.645,36
0:13:33.245,36
0:13:33.86,39
0:13:34.525,43
0:13:35.25,47
0:13:36.045,51
0:13:36.895,53
0:13:37.785,54
0:13:38.685,49
0:13:39.505,46
0:13:40.28,44
0:13:41.015,42
0:13:41.72,41
0:13:42.41,40
0:13:43.08,40
0:13:43.75,40
0:13:44.425,41
0:13:45.115,43
0:13:45.835,42
0:13:46.545,41
0:13:47.23,40
0:13:47.91,42
0:13:48.615,42
0:13:49.33,42
0:13:50.045,41
0:13:50.735,41
0:13:51.43,40
0:13:52.11,39
0:13:52.765,38
0:13:53.405,38
0:13:54.05,38
0:13:54.685,36
0:13:55.3,38
0:13:55.945,40
0:13:56.625,41
0:13:57.31,39
0:13:57.965,39
0:13:58.615,39
0:13:59.265,38
0:13:59.91,39
0:14:0.565,39
0:14:1.23,39
0:14:1.885,39
0:14:2.535,40
0:14:3.21,40
0:14:3.885,39
0:14:4.55,38
0:14:5.195,38
0:14:5.83,37
0:14:6.45,36
0:14:7.065,38
0:14:7.705,36
0:14:8.315,36
0:14:8.925,36
0:14:9.53,37
0:14:10.16,38
0:14:10.795,39
0:14:11.445,39
0:14:12.11,40
0:14:12.78,39
0:14:13.445,39
0:14:14.105,39
0:14:14.755,39
0:14:15.41,39
0:14:16.06,38
0:14:16.705,40
0:14:17.375,39
0:14:18.04,39
0:14:18.695,42
0:14:19.405,45
0:14:20.165,45
0:14:20.92,45
0:14:21.68,43
0:14:22.405,42
0:14:23.115,41
0:14:23.805,40
0:14:24.48,39
0:14:25.135,39
0:14:25.785,40
0:14:26.46,40
0:14:27.13,43
0:14:27.855,46
0:14:28.635,48
0:14:29.45,45
0:14:30.2,45
0:14:30.95,42
0:14:31.66,41
0:14:32.345,40
0:14:33.025,41
0:14:33.715,42
0:14:34.415,41
0:14:35.11,43
0:14:35.835,42
0:14:36.545,42
0:14:37.25,42
0:14:37.95,42
0:14:38.655,41
0:14:39.345,41
0:14:40.04,41
0:14:40.725,40
0:14:41.405,39
0:14:42.055,39
0:14:42.715,38
0:14:43.355,39
0:14:44.005,40
0:14:44.685,44
0:14:45.42,44
0:14:46.16,48
0:14:46.97,48
0:14:47.77,47
0:14:48.555,45
0:14:49.315,42
0:14:50.03,44
0:14:50.765,41
0:14:51.45,40
0:14:52.13,40
0:14:52.805,40
0:14:53.48,39
0:14:54.135,38
0:14:54.78,39
0:14:55.43,40
0:14:56.105,41
0:14:56.795,42
0:14:57.505,41
0:14:58.2,43
0:14:58.92,42
0:14:59.625,42
0:15:0.34,42
0:15:1.055,41
0:15:1.75,40
0:15:2.425,41
0:15:3.11,41
0:15:3.795,42
0:15:4.51,45
0:15:5.275,48
0:15:6.075,45
0:15:6.84,44
0:15:7.58,43
0:15:8.31,42
0:15:9.025,42
0:15:9.74,42
0:15:10.455,41
0:15:11.14,41
0:15:11.835,41
0:15:12.52,42
0:15:13.235,50
0:15:14.075,48
0:15:14.885,52
0:15:15.755,51
0:15:16.615,48
0:15:17.425,48
0:15:18.225,45
0:15:18.99,41
0:15:19.685,42
0:15:20.395,40
0:15:21.075,39
0:15:21.73,39
0:15:22.385,38
0:15:23.03,38
0:15:23.665,38
0:15:24.305,38
0:15:24.945,39
0:15:25.595,39
0:15:26.245,38
0:15:26.89,38
0:15:27.53,38
0:15:28.165,38
0:15:28.8,38
0:15:29.44,38
0:15:30.08,39
0:15:30.745,43
0:15:31.475,51
0:15:32.33,57
0:15:33.28,57
0:15:34.23,55
0:15:35.155,53
0:15:36.05,46
0:15:36.825,46
0:15:37.6,42
0:15:38.305,41
0:15:38.99,40
0:15:39.66,39
0:15:40.325,39
0:15:40.985,37
0:15:41.615,39
0:15:42.28,40
0:15:42.955,42
0:15:43.655,42
0:15:44.37,42
0:15:45.085,42
0:15:45.795,41
0:15:46.48,41
0:15:47.165,39
0:15:47.825,39
0:15:48.49,40
0:15:49.165,42
0:15:49.87,42
0:15:50.585,41
0:15:51.275,40
0:15:51.955,41
0:15:52.64,42
0:15:53.34,42
0:15:54.055,44
0:15:54.79,43
0:15:55.52,45
0:15:56.28,45
0:15:57.03,44
0:15:57.775,44
0:15:58.515,43
0:15:59.235,42
0:15:59.935,40
0:16:0.615,41
0:16:1.3,41
0:16:1.99,41
0:16:2.685,44
0:16:3.42,46
0:16:4.2,48
0:16:5.015,48
0:16:5.815,48
0:16:6.62,46
0:16:7.4,45
0:16:8.155,43
0:16:8.885,41
0:16:9.58,39
0:16:10.245,41
0:16:10.935,43
0:16:11.655,47
0:16:12.45,46
0:16:13.225,48
0:16:14.035,49
0:16:14.855,48
0:16:15.655,46
0:16:16.425,45
0:16:17.18,43
0:16:17.905,42
0:16:18.62,42
0:16:19.325,42
0:16:20.04,43
0:16:20.77,46
0:16:21.54,48
0:16:22.355,49
0:16:23.185,49
0:16:24.01,50
0:16:24.845,49
0:16:25.665,47
0:16:26.455,45
0:16:27.215,45
0:16:27.965,43
0:16:28.69,44
0:16:29.425,45
0:16:30.175,45
0:16:30.925,45
0:16:31.69,44
0:16:32.43,46
0:16:33.21,46
0:16:33.985,46
0:16:34.755,45
0:16:35.505,44
0:16:36.25,44
0:16:36.985,42
0:16:37.69,42
0:16:38.395,41
0:16:39.08,41
0:16:39.77,40
0:16:40.44,39
0:16:41.095,38
0:16:41.74,37
0:16:42.37,40
0:16:43.045,39
0:16:43.71,41
0:16:44.395,42
0:16:45.095,41
0:16:45.79,41
0:16:46.48,42
0:16:47.195,44
0:16:47.93,41
0:16:48.625,42
0:16:49.33,39
0:16:49.98,39
0:16:50.645,38
0:16:51.29,39
0:16:51.95,39
0:16:52.615,40
0:16:53.285,41
0:16:53.975,41
0:16:54.67,42
0:16:55.37,41
0:16:56.06,41
0:16:56.75,41
0:16:57.445,42
0:16:58.155,43
0:16:58.875,43
0:16:59.595,45
0:17:0.355,43
0:17:1.085,42
0:17:1.79,42
0:17:2.495,45
0:17:3.26,46
0:17:4.03,45
0:17:4.78,44
0:17:5.525,44
0:17:6.27,44
0:17:7.005,45
0:17:7.755,44
0:17:8.495,43
