time,HR per minute
0:0:0.77,50
0:0:1.615,48
0:0:2.43,48
0:0:3.24,47
0:0:4.03,46
0:0:4.8,45
0:0:5.565,45
0:0:6.315,45
0:0:7.08,47
0:0:7.87,48
0:0:8.68,49
0:0:9.51,50
0:0:10.35,49
0:0:11.175,48
0:0:11.985,47
0:0:12.78,46
0:0:13.56,46
0:0:14.335,45
0:0:15.095,45
0:0:15.86,45
0:0:16.62,46
0:0:17.39,46
0:0:18.165,47
0:0:18.955,48
0:0:19.76,50
0:0:20.595,48
0:0:21.41,48
0:0:22.225,49
0:0:23.045,49
0:0:23.875,49
0:0:24.7,49
0:0:25.525,49
0:0:26.345,48
0:0:27.155,49
0:0:27.975,49
0:0:28.795,49
0:0:29.615,49
0:0:30.435,49
0:0:31.255,48
0:0:32.07,47
0:0:32.86,46
0:0:33.635,46
0:0:34.41,45
0:0:35.175,45
0:0:35.935,45
0:0:36.695,45
0:0:37.455,45
0:0:38.21,45
0:0:38.96,45
0:0:39.72,45
0:0:40.475,45
0:0:41.23,45
0:0:41.98,44
0:0:42.72,44
0:0:43.465,43
0:0:44.195,44
0:0:44.93,44
0:0:45.665,43
0:0:46.395,44
0:0:47.13,44
0:0:47.87,44
0:0:48.61,44
0:0:49.345,44
0:0:50.085,45
0:0:50.84,45
0:0:51.605,47
0:0:52.395,48
0:0:53.205,49
0:0:54.03,48
0:0:54.84,47
0:0:55.63,47
0:0:56.42,47
0:0:57.21,48
0:0:58.01,49
0:0:58.83,50
0:0:59.675,49
0:1:0.495,48
0:1:1.3,48
0:1:2.11,48
0:1:2.915,49
0:1:3.745,50
0:1:4.59,51
0:1:5.44,50
0:1:6.285,51
0:1:7.135,49
0:1:7.965,49
0:1:8.785,49
0:1:9.605,48
0:1:10.42,49
0:1:11.25,50
0:1:12.09,51
0:1:12.955,51
0:1:13.81,51
0:1:14.66,51
0:1:15.52,52
0:1:16.4,53
0:1:17.285,51
0:1:18.135,49
0:1:18.955,48
0:1:19.77,48
0:1:20.585,50
0:1:21.42,49
0:1:22.25,49
0:1:23.08,50
0:1:23.915,50
0:1:24.755,51
0:1:25.61,49
0:1:26.435,47
0:1:27.23,47
0:1:28.025,48
0:1:28.825,48
0:1:29.64,48
0:1:30.455,48
0:1:31.26,48
0:1:32.075,49
0:1:32.905,49
0:1:33.73,48
0:1:34.545,49
0:1:35.365,49
0:1:36.19,50
0:1:37.03,49
0:1:37.855,47
0:1:38.65,47
0:1:39.435,47
0:1:40.22,47
0:1:41.005,49
0:1:41.83,50
0:1:42.67,50
0:1:43.515,51
0:1:44.37,51
0:1:45.23,50
0:1:46.075,51
0:1:46.925,50
0:1:47.76,49
0:1:48.58,49
0:1:49.41,51
0:1:50.265,51
0:1:51.12,51
0:1:51.97,50
0:1:52.81,51
0:1:53.665,51
0:1:54.53,50
0:1:55.375,48
0:1:56.18,47
0:1:56.97,47
0:1:57.76,48
0:1:58.56,48
0:1:59.375,50
0:2:0.21,50
0:2:1.055,51
0:2:1.905,52
0:2:2.775,52
0:2:3.645,50
0:2:4.48,49
0:2:5.305,49
0:2:6.125,48
0:2:6.935,47
0:2:7.73,47
0:2:8.515,47
0:2:9.305,47
0:2:10.095,48
0:2:10.9,48
0:2:11.71,48
0:2:12.52,48
0:2:13.335,49
0:2:14.16,49
0:2:14.985,50
0:2:15.82,48
0:2:16.635,48
0:2:17.445,48
0:2:18.25,47
0:2:19.045,48
0:2:19.845,47
0:2:20.63,47
0:2:21.425,49
0:2:22.245,49
0:2:23.075,50
0:2:23.91,49
0:2:24.73,48
0:2:25.54,48
0:2:26.34,48
0:2:27.14,49
0:2:27.96,48
0:2:28.775,46
0:2:29.55,44
0:2:30.295,45
0:2:31.055,45
0:2:31.805,45
0:2:32.555,44
0:2:33.3,42
0:2:34.01,42
0:2:34.715,44
0:2:35.46,48
0:2:36.27,47
0:2:37.065,47
0:2:37.86,48
0:2:38.66,48
0:2:39.475,49
0:2:40.305,49
0:2:41.13,48
0:2:41.94,49
0:2:42.76,48
0:2:43.57,48
0:2:44.38,48
0:2:45.18,47
0:2:45.97,48
0:2:46.77,48
0:2:47.57,48
0:2:48.37,48
0:2:49.175,48
0:2:49.985,48
0:2:50.795,48
0:2:51.595,46
0:2:52.365,46
0:2:53.145,44
0:2:53.88,44
0:2:54.625,43
0:2:55.345,43
0:2:56.075,44
0:2:56.82,47
0:2:57.61,47
0:2:58.405,48
0:2:59.205,49
0:3:0.035,46
0:3:0.815,45
0:3:1.575,43
0:3:2.3,42
0:3:3.005,42
0:3:3.715,42
0:3:4.425,42
0:3:5.125,43
0:3:5.845,42
0:3:6.55,42
0:3:7.265,43
0:3:7.995,44
0:3:8.74,45
0:3:9.49,45
0:3:10.25,45
0:3:11.01,46
0:3:11.785,47
0:3:12.57,47
0:3:13.36,46
0:3:14.135,44
0:3:14.88,42
0:3:15.595,42
0:3:16.3,41
0:3:16.995,42
0:3:17.705,42
0:3:18.415,43
0:3:19.14,45
0:3:19.89,44
0:3:20.63,45
0:3:21.395,46
0:3:22.165,46
0:3:22.935,45
0:3:23.685,44
0:3:24.43,44
0:3:25.175,44
0:3:25.92,44
0:3:26.665,45
0:3:27.415,44
0:3:28.16,44
0:3:28.9,44
0:3:29.635,43
0:3:30.365,43
0:3:31.095,44
0:3:31.835,45
0:3:32.595,45
0:3:33.36,46
0:3:34.135,45
0:3:34.89,43
0:3:35.615,42
0:3:36.33,42
0:3:37.045,42
0:3:37.755,45
0:3:38.505,48
0:3:39.31,48
0:3:40.125,48
0:3:40.94,48
0:3:41.75,46
0:3:42.52,45
0:3:43.275,45
0:3:44.025,44
0:3:44.77,46
0:3:45.545,45
0:3:46.305,45
0:3:47.065,44
0:3:47.805,44
0:3:48.54,44
0:3:49.275,43
0:3:50.0,42
0:3:50.7,42
0:3:51.4,41
0:3:52.085,40
0:3:52.765,40
0:3:53.435,39
0:3:54.1,41
0:3:54.785,41
0:3:55.47,40
0:3:56.145,42
0:3:56.86,40
0:3:57.54,41
0:3:58.225,41
0:3:58.91,39
0:3:59.57,39
0:4:0.22,38
0:4:0.86,37
0:4:1.485,36
0:4:2.1,36
0:4:2.715,36
0:4:3.315,36
0:4:3.915,35
0:4:4.5,34
0:4:5.08,34
0:4:5.65,33
0:4:6.215,33
0:4:6.775,33
0:4:7.335,33
0:4:7.89,33
0:4:8.44,33
0:4:8.995,33
0:4:9.555,35
0:4:10.14,36
0:4:10.755,40
0:4:11.425,43
0:4:12.15,48
0:4:12.965,49
0:4:13.785,53
0:4:14.68,54
0:4:15.595,53
0:4:16.485,50
0:4:17.32,48
0:4:18.12,47
0:4:18.91,46
0:4:19.69,45
0:4:20.455,42
0:4:21.17,43
0:4:21.9,44
0:4:22.64,43
0:4:23.37,42
0:4:24.085,40
0:4:24.76,39
0:4:25.42,40
0:4:26.09,40
0:4:26.77,40
0:4:27.45,41
0:4:28.135,41
0:4:28.825,42
0:4:29.535,45
0:4:30.285,45
0:4:31.04,45
0:4:31.795,44
0:4:32.535,44
0:4:33.27,42
0:4:33.98,43
0:4:34.705,44
0:4:35.445,44
0:4:36.19,48
0:4:36.995,47
0:4:37.78,46
0:4:38.55,47
0:4:39.335,48
0:4:40.135,48
0:4:40.945,46
0:4:41.72,44
0:4:42.465,44
0:4:43.2,43
0:4:43.925,42
0:4:44.635,42
0:4:45.335,42
0:4:46.045,42
0:4:46.75,42
0:4:47.46,43
0:4:48.185,43
0:4:48.915,45
0:4:49.665,46
0:4:50.435,47
0:4:51.225,47
0:4:52.015,47
0:4:52.8,45
0:4:53.55,43
0:4:54.27,44
0:4:55.005,48
0:4:55.81,51
0:4:56.665,50
0:4:57.505,51
0:4:58.355,48
0:4:59.165,44
0:4:59.91,42
0:5:0.61,39
0:5:1.275,38
0:5:1.92,38
0:5:2.56,39
0:5:3.22,48
0:5:4.035,57
0:5:4.99,56
0:5:5.93,57
0:5:6.88,54
0:5:7.79,52
0:5:8.66,48
0:5:9.475,46
0:5:10.245,44
0:5:10.98,42
0:5:11.68,41
0:5:12.365,41
0:5:13.05,40
0:5:13.73,41
0:5:14.42,41
0:5:15.115,43
0:5:15.845,44
0:5:16.585,45
0:5:17.345,46
0:5:18.115,45
0:5:18.88,45
0:5:19.64,44
0:5:20.375,43
0:5:21.095,42
0:5:21.8,42
0:5:22.5,41
0:5:23.19,42
0:5:23.89,41
0:5:24.585,41
0:5:25.275,42
0:5:25.975,41
0:5:26.67,42
0:5:27.38,43
0:5:28.11,43
0:5:28.835,45
0:5:29.595,45
0:5:30.345,45
0:5:31.095,44
0:5:31.83,44
0:5:32.565,43
0:5:33.285,43
0:5:34.005,42
0:5:34.705,40
0:5:35.375,39
0:5:36.03,39
0:5:36.695,41
0:5:37.385,42
0:5:38.1,43
0:5:38.83,44
0:5:39.575,45
0:5:40.335,45
0:5:41.1,46
0:5:41.875,45
0:5:42.635,45
0:5:43.39,45
0:5:44.145,44
0:5:44.88,44
0:5:45.615,42
0:5:46.33,44
0:5:47.065,43
0:5:47.785,42
0:5:48.5,42
0:5:49.215,45
0:5:49.975,47
0:5:50.76,46
0:5:51.53,44
0:5:52.275,43
0:5:53.0,42
0:5:53.7,41
0:5:54.39,40
0:5:55.065,39
0:5:55.72,39
0:5:56.375,40
0:5:57.055,43
0:5:57.785,46
0:5:58.56,48
0:5:59.365,52
0:6:0.235,54
0:6:1.14,53
0:6:2.035,52
0:6:2.91,50
0:6:3.745,48
0:6:4.56,47
0:6:5.345,44
0:6:6.08,42
0:6:6.785,41
0:6:7.48,42
0:6:8.195,42
0:6:8.905,43
0:6:9.635,43
0:6:10.355,44
0:6:11.09,44
0:6:11.835,46
0:6:12.605,46
0:6:13.375,46
0:6:14.15,45
0:6:14.915,44
0:6:15.655,44
0:6:16.4,44
0:6:17.14,44
0:6:17.88,44
0:6:18.62,43
0:6:19.345,42
0:6:20.06,42
0:6:20.76,42
0:6:21.465,41
0:6:22.155,41
0:6:22.85,42
0:6:23.555,43
0:6:24.28,44
0:6:25.025,46
0:6:25.8,48
0:6:26.605,47
0:6:27.395,47
0:6:28.18,45
0:6:28.945,43
0:6:29.675,43
0:6:30.4,42
0:6:31.11,41
0:6:31.805,40
0:6:32.485,41
0:6:33.17,41
0:6:33.855,40
0:6:34.535,40
0:6:35.205,40
0:6:35.88,39
0:6:36.545,39
0:6:37.21,39
0:6:37.875,39
0:6:38.525,39
0:6:39.18,40
0:6:39.855,44
0:6:40.59,48
0:6:41.405,48
0:6:42.21,49
0:6:43.035,48
0:6:43.84,48
0:6:44.64,45
0:6:45.405,44
0:6:46.145,42
0:6:46.86,42
0:6:47.565,42
0:6:48.265,41
0:6:48.96,42
0:6:49.675,42
0:6:50.39,41
0:6:51.08,39
0:6:51.745,38
0:6:52.38,37
0:6:53.01,37
0:6:53.63,37
0:6:54.26,39
0:6:54.915,42
0:6:55.625,48
0:6:56.435,51
0:6:57.29,54
0:6:58.2,57
0:6:59.155,57
0:7:0.115,54
0:7:1.02,50
0:7:1.865,48
0:7:2.67,46
0:7:3.44,44
0:7:4.18,43
0:7:4.905,42
0:7:5.605,41
0:7:6.295,40
0:7:6.975,41
0:7:7.665,41
0:7:8.36,42
0:7:9.065,42
0:7:9.78,43
0:7:10.51,43
0:7:11.235,42
0:7:11.95,42
0:7:12.65,41
0:7:13.345,42
0:7:14.045,42
0:7:14.745,42
0:7:15.46,42
0:7:16.16,41
0:7:16.85,41
0:7:17.535,40
0:7:18.205,39
0:7:18.87,39
0:7:19.53,42
0:7:20.23,43
0:7:20.955,44
0:7:21.7,43
0:7:22.43,44
0:7:23.165,44
0:7:23.905,43
0:7:24.625,42
0:7:25.34,41
0:7:26.03,40
0:7:26.705,40
0:7:27.38,40
0:7:28.06,40
0:7:28.73,39
0:7:29.385,39
0:7:30.045,39
0:7:30.705,39
0:7:31.365,39
0:7:32.015,38
0:7:32.65,37
0:7:33.275,37
0:7:33.9,38
0:7:34.535,39
0:7:35.195,40
0:7:35.865,42
0:7:36.565,42
0:7:37.27,43
0:7:37.99,42
0:7:38.7,42
0:7:39.4,41
0:7:40.085,41
0:7:40.77,41
0:7:41.465,41
0:7:42.155,42
0:7:42.865,42
0:7:43.575,41
0:7:44.26,39
0:7:44.925,39
0:7:45.575,37
0:7:46.2,39
0:7:46.855,39
0:7:47.505,41
0:7:48.19,40
0:7:48.865,39
0:7:49.53,39
0:7:50.18,37
0:7:50.81,36
0:7:51.42,36
0:7:52.025,36
0:7:52.625,36
0:7:53.225,36
0:7:53.835,39
0:7:54.485,40
0:7:55.165,42
0:7:55.87,42
0:7:56.575,41
0:7:57.27,41
0:7:57.965,42
0:7:58.67,42
0:7:59.375,41
0:8:0.07,41
0:8:0.755,39
0:8:1.415,38
0:8:2.05,37
0:8:2.67,39
0:8:3.32,42
0:8:4.025,42
0:8:4.735,42
0:8:5.44,42
0:8:6.14,41
0:8:6.825,40
0:8:7.5,40
0:8:8.175,40
0:8:8.845,41
0:8:9.53,41
0:8:10.22,42
0:8:10.92,43
0:8:11.64,42
0:8:12.35,42
0:8:13.055,41
0:8:13.745,41
0:8:14.435,41
0:8:15.13,41
0:8:15.825,42
0:8:16.525,42
0:8:17.23,42
0:8:17.945,42
0:8:18.65,42
0:8:19.36,42
0:8:20.075,42
0:8:20.79,45
0:8:21.54,44
0:8:22.28,47
0:8:23.07,48
0:8:23.875,48
0:8:24.68,47
0:8:25.475,47
0:8:26.26,45
0:8:27.025,45
0:8:27.78,43
0:8:28.505,43
0:8:29.23,43
0:8:29.95,43
0:8:30.675,42
0:8:31.385,45
0:8:32.14,44
0:8:32.875,44
0:8:33.61,44
0:8:34.345,44
0:8:35.09,43
0:8:35.815,45
0:8:36.565,44
0:8:37.3,45
0:8:38.06,47
0:8:38.85,47
0:8:39.635,46
0:8:40.415,45
0:8:41.18,45
0:8:41.93,44
0:8:42.665,44
0:8:43.405,45
0:8:44.155,44
0:8:44.9,44
0:8:45.64,44
0:8:46.375,43
0:8:47.1,43
0:8:47.825,42
0:8:48.53,43
0:8:49.255,43
0:8:49.98,44
0:8:50.725,48
0:8:51.53,48
0:8:52.34,48
0:8:53.155,48
0:8:53.965,46
0:8:54.74,45
0:8:55.505,44
0:8:56.25,45
0:8:57.0,45
0:8:57.755,46
0:8:58.53,47
0:8:59.32,46
0:9:0.095,45
0:9:0.855,44
0:9:1.59,43
0:9:2.315,43
0:9:3.035,44
0:9:3.78,43
0:9:4.51,45
0:9:5.27,46
0:9:6.04,45
0:9:6.8,46
0:9:7.58,45
0:9:8.34,44
0:9:9.085,44
0:9:9.825,44
0:9:10.56,44
0:9:11.295,43
0:9:12.02,42
0:9:12.735,42
0:9:13.45,45
0:9:14.2,44
0:9:14.945,46
0:9:15.725,48
0:9:16.54,47
0:9:17.325,46
0:9:18.1,45
0:9:18.85,43
0:9:19.57,41
0:9:20.255,39
0:9:20.92,39
0:9:21.58,40
0:9:22.26,41
0:9:22.95,42
0:9:23.65,42
0:9:24.365,42
0:9:25.075,42
0:9:25.78,42
0:9:26.495,43
0:9:27.215,43
0:9:27.945,43
0:9:28.665,42
0:9:29.38,43
0:9:30.11,44
0:9:30.845,45
0:9:31.595,45
0:9:32.35,45
0:9:33.105,45
0:9:33.87,46
0:9:34.645,46
0:9:35.415,45
0:9:36.175,45
0:9:36.935,45
0:9:37.69,43
0:9:38.42,45
0:9:39.175,43
0:9:39.905,43
0:9:40.625,41
0:9:41.31,41
0:9:41.995,40
0:9:42.665,40
0:9:43.34,40
0:9:44.01,40
0:9:44.69,39
0:9:45.355,42
0:9:46.06,42
0:9:46.76,42
0:9:47.465,40
0:9:48.145,40
0:9:48.815,39
0:9:49.48,40
0:9:50.155,40
0:9:50.825,39
0:9:51.485,39
0:9:52.145,39
0:9:52.795,40
0:9:53.465,41
0:9:54.15,40
0:9:54.82,41
0:9:55.515,42
0:9:56.22,42
0:9:56.925,43
0:9:57.65,42
0:9:58.365,43
0:9:59.09,41
0:9:59.785,41
0:10:0.475,41
0:10:1.16,43
0:10:1.88,45
0:10:2.63,48
0:10:3.44,51
0:10:4.29,50
0:10:5.13,50
0:10:5.965,47
0:10:6.755,44
0:10:7.5,44
0:10:8.235,41
0:10:8.93,41
0:10:9.615,43
0:10:10.34,46
0:10:11.115,49
0:10:11.94,47
0:10:12.725,46
0:10:13.495,44
0:10:14.235,41
0:10:14.93,41
0:10:15.62,41
0:10:16.315,42
0:10:17.025,41
0:10:17.72,42
0:10:18.42,42
0:10:19.125,42
0:10:19.835,43
0:10:20.56,43
0:10:21.28,45
0:10:22.03,45
0:10:22.79,48
0:10:23.59,46
0:10:24.37,45
0:10:25.13,45
0:10:25.89,46
0:10:26.66,46
0:10:27.43,48
0:10:28.245,49
0:10:29.065,49
0:10:29.895,47
0:10:30.685,44
0:10:31.43,44
0:10:32.165,42
0:10:32.875,42
0:10:33.575,42
0:10:34.28,41
0:10:34.975,42
0:10:35.675,40
0:10:36.355,40
0:10:37.035,39
0:10:37.7,40
0:10:38.38,42
0:10:39.095,44
0:10:39.84,45
0:10:40.595,42
0:10:41.31,42
0:10:42.02,41
0:10:42.705,40
0:10:43.375,40
0:10:44.045,39
0:10:44.71,39
0:10:45.375,39
0:10:46.025,38
0:10:46.665,37
0:10:47.295,38
0:10:47.94,39
0:10:48.595,44
0:10:49.34,49
0:10:50.165,50
0:10:51.005,50
0:10:51.85,49
0:10:52.675,47
0:10:53.47,45
0:10:54.22,43
0:10:54.94,42
0:10:55.645,40
0:10:56.325,40
0:10:57.005,39
0:10:57.665,39
0:10:58.32,39
0:10:58.985,38
0:10:59.63,42
0:11:0.33,46
0:11:1.105,48
0:11:1.91,52
0:11:2.78,52
0:11:3.66,51
0:11:4.52,48
0:11:5.335,47
0:11:6.13,46
0:11:6.905,43
0:11:7.63,42
0:11:8.33,40
0:11:9.005,39
0:11:9.665,39
0:11:10.33,40
0:11:11.0,41
0:11:11.69,45
0:11:12.45,50
0:11:13.29,52
0:11:14.17,51
0:11:15.035,53
0:11:15.93,51
0:11:16.795,50
0:11:17.64,48
0:11:18.45,45
0:11:19.21,45
0:11:19.97,43
0:11:20.7,43
0:11:21.43,44
0:11:22.17,44
0:11:22.915,46
0:11:23.685,45
0:11:24.44,42
0:11:25.155,42
0:11:25.87,43
0:11:26.59,43
0:11:27.31,43
0:11:28.03,42
0:11:28.74,45
0:11:29.49,48
0:11:30.29,49
0:11:31.11,48
0:11:31.92,46
0:11:32.7,47
0:11:33.485,48
0:11:34.29,49
0:11:35.11,48
0:11:35.925,47
0:11:36.71,44
0:11:37.45,43
0:11:38.17,42
0:11:38.885,44
0:11:39.62,46
0:11:40.39,48
0:11:41.205,48
0:11:42.01,47
0:11:42.8,46
0:11:43.58,47
0:11:44.365,44
0:11:45.11,43
0:11:45.84,43
0:11:46.56,43
0:11:47.28,44
0:11:48.02,46
0:11:48.79,46
0:11:49.57,45
0:11:50.33,47
0:11:51.12,46
0:11:51.895,46
0:11:52.67,46
0:11:53.44,45
0:11:54.2,45
0:11:54.96,46
0:11:55.73,48
0:11:56.53,48
0:11:57.345,47
0:11:58.135,47
0:11:58.925,45
0:11:59.685,43
0:12:0.405,43
0:12:1.13,42
0:12:1.83,43
0:12:2.555,41
0:12:3.25,42
0:12:3.96,43
0:12:4.69,44
0:12:5.435,46
0:12:6.205,46
0:12:6.985,44
0:12:7.725,42
0:12:8.43,41
0:12:9.115,42
0:12:9.82,43
0:12:10.545,51
0:12:11.395,50
0:12:12.235,49
0:12:13.06,48
0:12:13.86,46
0:12:14.635,45
0:12:15.395,43
0:12:16.125,42
0:12:16.825,41
0:12:17.52,41
0:12:18.21,41
0:12:18.9,42
0:12:19.605,43
0:12:20.33,45
0:12:21.085,45
0:12:21.84,45
0:12:22.6,45
0:12:23.35,46
0:12:24.12,45
0:12:24.875,44
0:12:25.615,42
0:12:26.32,42
0:12:27.02,42
0:12:27.725,41
0:12:28.42,42
0:12:29.13,42
0:12:29.845,42
0:12:30.55,42
0:12:31.25,42
0:12:31.95,42
0:12:32.665,43
0:12:33.39,43
0:12:34.11,42
0:12:34.82,41
0:12:35.51,41
0:12:36.195,40
0:12:36.87,40
0:12:37.545,39
0:12:38.21,39
0:12:38.87,39
0:12:39.53,39
0:12:40.19,40
0:12:40.865,39
0:12:41.53,38
0:12:42.175,40
0:12:42.845,39
0:12:43.505,42
0:12:44.205,45
0:12:44.965,46
0:12:45.745,43
0:12:46.475,43
0:12:47.2,41
0:12:47.895,41
0:12:48.58,41
0:12:49.275,42
0:12:49.985,44
0:12:50.72,44
0:12:51.465,45
0:12:52.23,44
0:12:52.97,42
0:12:53.685,43
0:12:54.415,41
0:12:55.105,41
0:12:55.795,43
0:12:56.515,44
0:12:57.255,45
0:12:58.005,45
0:12:58.755,42
0:12:59.47,42
0:13:0.17,42
0:13:0.875,41
0:13:1.56,42
0:13:2.275,45
0:13:3.03,45
0:13:3.795,45
0:13:4.56,45
0:13:5.31,45
0:13:6.06,44
0:13:6.795,44
0:13:7.54,42
0:13:8.255,42
0:13:8.955,42
0:13:9.665,41
0:13:10.36,42
0:13:11.075,43
0:13:11.795,44
0:13:12.53,43
0:13:13.255,43
0:13:13.975,43
0:13:14.7,43
0:13:15.425,44
0:13:16.16,44
0:13:16.895,44
0:13:17.64,43
0:13:18.365,43
0:13:19.085,42
0:13:19.795,41
0:13:20.49,40
0:13:21.17,40
0:13:21.845,39
0:13:22.505,39
0:13:23.165,40
0:13:23.835,40
0:13:24.51,39
0:13:25.175,40
0:13:25.855,42
0:13:26.565,44
0:13:27.3,43
0:13:28.03,42
0:13:28.745,41
0:13:29.44,40
0:13:30.11,38
0:13:30.755,38
0:13:31.39,37
0:13:32.01,36
0:13:32.62,36
0:13:33.22,37
0:13:33.84,39
0:13:34.5,43
0:13:35.23,47
0:13:36.025,51
0:13:36.875,53
0:13:37.765,54
0:13:38.665,49
0:13:39.485,46
0:13:40.26,44
0:13:40.995,42
0:13:41.7,41
0:13:42.39,40
0:13:43.06,39
0:13:43.725,40
0:13:44.405,41
0:13:45.1,43
0:13:45.82,42
0:13:46.525,41
0:13:47.21,40
0:13:47.89,42
0:13:48.595,42
0:13:49.31,42
0:13:50.025,41
0:13:50.72,41
0:13:51.41,40
0:13:52.09,39
0:13:52.745,38
0:13:53.385,38
0:13:54.03,38
0:13:54.665,36
0:13:55.28,38
0:13:55.925,40
0:13:56.605,41
0:13:57.29,39
0:13:57.95,38
0:13:58.59,39
0:13:59.245,38
0:13:59.89,39
0:14:0.545,40
0:14:1.215,39
0:14:1.87,38
0:14:2.515,40
0:14:3.19,40
0:14:3.865,39
0:14:4.525,39
0:14:5.175,37
0:14:5.805,37
0:14:6.43,36
0:14:7.045,38
0:14:7.685,36
0:14:8.295,36
0:14:8.905,36
0:14:9.51,37
0:14:10.14,38
0:14:10.775,39
0:14:11.425,39
0:14:12.09,40
0:14:12.76,39
0:14:13.425,39
0:14:14.085,39
0:14:14.735,39
0:14:15.39,38
0:14:16.035,39
0:14:16.685,40
0:14:17.355,39
0:14:18.02,39
0:14:18.675,42
0:14:19.38,45
0:14:20.14,45
0:14:20.895,45
0:14:21.655,43
0:14:22.385,42
0:14:23.095,41
0:14:23.785,40
0:14:24.455,39
0:14:25.115,39
0:14:25.765,40
0:14:26.44,40
0:14:27.11,43
0:14:27.835,46
0:14:28.615,48
0:14:29.43,45
0:14:30.18,45
0:14:30.93,42
0:14:31.64,41
0:14:32.325,40
0:14:33.005,41
0:14:33.695,42
0:14:34.395,41
0:14:35.09,43
0:14:35.815,42
0:14:36.525,42
0:14:37.23,42
0:14:37.93,42
0:14:38.635,41
0:14:39.32,41
0:14:40.015,41
0:14:40.705,40
0:14:41.38,39
0:14:42.035,39
0:14:42.695,38
0:14:43.335,39
0:14:43.985,40
0:14:44.665,44
0:14:45.4,44
0:14:46.14,48
0:14:46.95,48
0:14:47.75,46
0:14:48.53,45
0:14:49.295,42
0:14:50.01,44
0:14:50.745,41
0:14:51.43,40
0:14:52.11,40
0:14:52.785,40
0:14:53.46,39
0:14:54.115,38
0:14:54.76,39
0:14:55.41,40
0:14:56.085,41
0:14:56.775,42
0:14:57.485,41
0:14:58.18,43
0:14:58.9,42
0:14:59.605,42
0:15:0.32,42
0:15:1.03,42
0:15:1.73,40
0:15:2.405,41
0:15:3.09,41
0:15:3.775,43
0:15:4.495,45
0:15:5.26,47
0:15:6.055,45
0:15:6.82,44
0:15:7.56,43
0:15:8.29,42
0:15:9.005,42
0:15:9.72,42
0:15:10.435,41
0:15:11.12,41
0:15:11.81,41
0:15:12.495,42
0:15:13.21,50
0:15:14.05,48
0:15:14.865,51
0:15:15.73,51
0:15:16.595,48
0:15:17.405,48
0:15:18.205,45
0:15:18.965,41
0:15:19.66,42
0:15:20.375,40
0:15:21.055,39
0:15:21.71,39
0:15:22.37,38
0:15:23.01,38
0:15:23.645,38
0:15:24.285,38
0:15:24.925,39
0:15:25.58,38
0:15:26.225,38
0:15:26.87,38
0:15:27.51,38
0:15:28.145,38
0:15:28.78,38
0:15:29.42,38
0:15:30.06,39
0:15:30.725,44
0:15:31.46,51
0:15:32.31,57
0:15:33.265,56
0:15:34.21,55
0:15:35.13,53
0:15:36.025,46
0:15:36.8,46
0:15:37.58,42
0:15:38.285,40
0:15:38.965,40
0:15:39.64,39
0:15:40.3,39
0:15:40.965,37
0:15:41.595,40
0:15:42.265,40
0:15:42.935,42
0:15:43.635,42
0:15:44.35,42
0:15:45.065,42
0:15:45.77,41
0:15:46.46,41
0:15:47.145,39
0:15:47.805,39
0:15:48.47,40
0:15:49.145,42
0:15:49.85,42
0:15:50.565,41
0:15:51.255,40
0:15:51.935,41
0:15:52.62,42
0:15:53.32,43
0:15:54.04,43
0:15:54.77,43
0:15:55.5,45
0:15:56.26,45
0:15:57.015,44
0:15:57.755,44
0:15:58.495,43
0:15:59.215,42
0:15:59.915,40
0:16:0.595,41
0:16:1.28,41
0:16:1.97,42
0:16:2.67,43
0:16:3.4,46
0:16:4.18,48
0:16:4.995,48
0:16:5.795,48
0:16:6.6,46
0:16:7.38,45
0:16:8.135,43
0:16:8.865,41
0:16:9.56,39
0:16:10.225,41
0:16:10.915,43
0:16:11.635,47
0:16:12.43,46
0:16:13.205,48
0:16:14.02,48
0:16:14.835,48
0:16:15.635,46
0:16:16.405,45
0:16:17.16,43
0:16:17.885,42
0:16:18.6,42
0:16:19.305,43
0:16:20.025,43
0:16:20.75,46
0:16:21.52,48
0:16:22.335,49
0:16:23.165,49
0:16:23.99,50
0:16:24.83,48
0:16:25.645,47
0:16:26.435,45
0:16:27.195,45
0:16:27.945,43
0:16:28.67,43
0:16:29.4,45
0:16:30.155,45
0:16:30.905,45
0:16:31.67,44
0:16:32.41,47
0:16:33.195,46
0:16:33.965,46
0:16:34.735,45
0:16:35.485,44
0:16:36.23,44
0:16:36.965,42
0:16:37.67,42
0:16:38.37,41
0:16:39.055,41
0:16:39.75,40
0:16:40.42,39
0:16:41.075,38
0:16:41.72,37
0:16:42.35,40
0:16:43.025,39
0:16:43.69,41
0:16:44.375,42
0:16:45.075,41
0:16:45.77,41
0:16:46.46,42
0:16:47.175,44
0:16:47.91,41
0:16:48.605,42
0:16:49.31,39
0:16:49.965,39
0:16:50.625,38
0:16:51.27,39
0:16:51.93,39
0:16:52.595,40
0:16:53.265,41
0:16:53.955,41
0:16:54.65,42
0:16:55.35,41
0:16:56.04,41
0:16:56.73,41
0:16:57.425,42
0:16:58.13,43
0:16:58.855,43
0:16:59.575,45
0:17:0.335,43
0:17:1.065,42
0:17:1.77,42
0:17:2.47,46
0:17:3.24,46
0:17:4.01,45
0:17:4.76,44
0:17:5.505,44
0:17:6.25,44
0:17:6.985,45
0:17:7.735,44
0:17:8.475,43
0:17:9.2,44
