time,HR per minute
0:4:0.21,38
0:4:0.85,37
0:4:1.475,36
0:4:2.085,37
0:4:2.705,36
0:4:3.31,35
0:4:3.905,35
0:4:4.49,34
0:4:5.07,34
0:4:5.64,34
0:4:6.21,33
0:4:6.77,33
0:4:7.325,33
0:4:7.88,33
0:4:8.435,33
0:4:8.985,33
0:4:9.55,34
0:4:10.13,36
0:4:10.745,40
0:4:11.42,43
0:4:12.14,48
0:4:12.955,49
0:4:13.775,54
0:4:14.675,54
0:4:15.59,53
0:4:16.48,49
0:4:17.31,48
0:4:18.115,47
0:4:18.9,47
0:4:19.685,45
0:4:20.445,42
0:4:21.16,44
0:4:21.895,44
0:4:22.63,43
0:4:23.36,43
0:4:24.08,40
0:4:24.755,39
0:4:25.415,40
0:4:26.085,40
0:4:26.765,40
0:4:27.445,40
0:4:28.125,41
0:4:28.82,42
0:4:29.53,44
0:4:30.275,45
0:4:31.035,45
0:4:31.79,44
0:4:32.53,44
0:4:33.265,42
0:4:33.975,43
0:4:34.695,44
0:4:35.435,45
0:4:36.185,48
0:4:36.985,47
0:4:37.77,46
0:4:38.545,46
0:4:39.325,48
0:4:40.125,48
0:4:40.935,46
0:4:41.71,44
0:4:42.455,44
0:4:43.19,43
0:4:43.915,42
0:4:44.63,41
0:4:45.325,42
0:4:46.035,42
0:4:46.74,42
0:4:47.45,43
0:4:48.175,44
0:4:48.91,45
0:4:49.66,46
0:4:50.43,47
0:4:51.22,47
0:4:52.01,47
0:4:52.795,44
0:4:53.54,43
0:4:54.265,43
0:4:54.995,48
0:4:55.8,51
0:4:56.655,50
0:4:57.495,51
0:4:58.345,48
0:4:59.155,44
0:4:59.9,42
0:5:0.6,39
0:5:1.265,38
0:5:1.91,38
0:5:2.555,39
0:5:3.21,48
0:5:4.025,57
0:5:4.985,56
0:5:5.92,57
0:5:6.87,54
0:5:7.78,52
0:5:8.65,49
0:5:9.47,46
0:5:10.24,43
0:5:10.97,42
0:5:11.67,41
0:5:12.36,40
0:5:13.04,41
0:5:13.725,41
0:5:14.41,42
0:5:15.11,43
0:5:15.835,44
0:5:16.575,45
0:5:17.335,46
0:5:18.105,45
0:5:18.87,45
0:5:19.63,44
0:5:20.37,42
0:5:21.085,42
0:5:21.79,42
0:5:22.49,41
0:5:23.185,41
0:5:23.88,41
0:5:24.575,41
0:5:25.265,42
0:5:25.965,42
0:5:26.665,42
0:5:27.37,43
0:5:28.1,43
0:5:28.83,45
0:5:29.585,45
0:5:30.335,45
0:5:31.085,44
0:5:31.82,44
0:5:32.555,43
0:5:33.28,42
0:5:33.995,42
0:5:34.695,40
0:5:35.365,39
0:5:36.02,39
0:5:36.685,41
0:5:37.38,42
0:5:38.09,43
0:5:38.82,45
0:5:39.57,45
0:5:40.33,45
0:5:41.09,46
0:5:41.865,45
0:5:42.625,45
0:5:43.385,45
0:5:44.135,44
0:5:44.875,43
0:5:45.605,43
0:5:46.325,43
0:5:47.055,43
0:5:47.78,42
0:5:48.495,42
0:5:49.205,45
0:5:49.965,47
0:5:50.75,46
0:5:51.52,44
0:5:52.265,43
0:5:52.99,42
0:5:53.695,41
0:5:54.38,40
0:5:55.055,39
0:5:55.71,39
0:5:56.365,40
0:5:57.045,43
0:5:57.775,46
0:5:58.55,48
0:5:59.36,51
0:6:0.225,54
0:6:1.13,54
0:6:2.03,52
0:6:2.9,50
0:6:3.735,48
0:6:4.55,91
0:6:6.07,42
0:6:6.775,42
0:6:7.475,42
0:6:8.185,42
0:6:8.895,43
0:6:9.625,43
0:6:10.35,44
0:6:11.085,44
0:6:11.825,46
0:6:12.595,46
0:6:13.37,46
0:6:14.14,45
0:6:14.905,44
0:6:15.645,44
0:6:16.39,44
0:6:17.13,44
0:6:17.875,44
0:6:18.61,43
0:6:19.34,42
0:6:20.05,42
0:6:20.755,42
0:6:21.455,41
0:6:22.145,41
0:6:22.84,42
0:6:23.55,43
0:6:24.27,44
0:6:25.015,46
0:6:25.79,48
0:6:26.595,47
0:6:27.39,46
0:6:28.17,46
0:6:28.94,43
0:6:29.67,43
0:6:30.395,42
0:6:31.1,41
0:6:31.795,40
0:6:32.475,41
0:6:33.16,41
0:6:33.845,40
0:6:34.525,40
0:6:35.2,40
0:6:35.87,40
0:6:36.54,39
0:6:37.2,40
0:6:37.87,39
0:6:38.52,39
0:6:39.175,40
0:6:39.85,44
0:6:40.585,48
0:6:41.395,48
0:6:42.2,49
0:6:43.025,48
0:6:43.835,47
0:6:44.63,45
0:6:45.395,44
0:6:46.135,43
0:6:46.855,42
0:6:47.56,41
0:6:48.255,42
0:6:48.955,42
0:6:49.665,43
0:6:50.385,41
0:6:51.07,39
0:6:51.735,38
0:6:52.375,37
0:6:52.995,37
0:6:53.62,37
0:6:54.25,39
0:6:54.905,42
0:6:55.615,48
0:6:56.425,51
0:6:57.28,54
0:6:58.19,57
0:6:59.145,57
0:7:0.105,54
0:7:1.01,50
0:7:1.855,48
0:7:2.66,46
0:7:3.43,44
0:7:4.175,43
0:7:4.895,42
0:7:5.595,41
0:7:6.285,41
0:7:6.97,41
0:7:7.655,41
0:7:8.35,42
0:7:9.055,43
0:7:9.775,43
0:7:10.5,43
0:7:11.225,42
0:7:11.94,42
0:7:12.64,41
0:7:13.335,42
0:7:14.035,42
0:7:14.74,42
0:7:15.45,42
0:7:16.155,41
0:7:16.845,40
0:7:17.525,40
0:7:18.2,39
0:7:18.86,39
0:7:19.52,42
0:7:20.22,43
0:7:20.945,44
0:7:21.69,43
0:7:22.42,44
0:7:23.16,44
0:7:23.895,43
0:7:24.615,42
0:7:25.33,41
0:7:26.02,40
0:7:26.7,40
0:7:27.37,40
0:7:28.05,40
0:7:28.72,39
0:7:29.375,39
0:7:30.035,39
0:7:30.695,39
0:7:31.355,39
0:7:32.005,38
0:7:32.64,37
0:7:33.265,37
0:7:33.89,38
0:7:34.53,39
0:7:35.185,40
0:7:35.855,42
0:7:36.555,42
0:7:37.26,43
0:7:37.98,42
0:7:38.695,41
0:7:39.39,41
0:7:40.075,41
0:7:40.76,41
0:7:41.455,41
0:7:42.145,42
0:7:42.855,42
0:7:43.565,41
0:7:44.25,39
0:7:44.915,39
0:7:45.565,37
0:7:46.195,39
0:7:46.845,39
0:7:47.495,41
0:7:48.18,40
0:7:48.855,39
0:7:49.52,39
0:7:50.17,37
0:7:50.8,36
0:7:51.41,36
0:7:52.015,36
0:7:52.615,36
0:7:53.215,36
0:7:53.825,39
0:7:54.475,40
0:7:55.155,42
0:7:55.86,42
0:7:56.565,41
0:7:57.26,41
0:7:57.955,42
0:7:58.66,42
0:7:59.365,41
0:8:0.06,41
0:8:0.745,39
0:8:1.405,38
0:8:2.045,36
0:8:2.66,39
0:8:3.31,42
0:8:4.015,42
0:8:4.725,42
0:8:5.43,42
0:8:6.13,41
0:8:6.815,40
0:8:7.49,40
0:8:8.165,40
0:8:8.835,41
0:8:9.52,41
0:8:10.21,42
0:8:10.91,43
0:8:11.63,42
0:8:12.34,42
0:8:13.045,41
0:8:13.74,41
0:8:14.425,41
0:8:15.12,41
0:8:15.815,42
0:8:16.515,42
0:8:17.225,42
0:8:17.935,42
0:8:18.645,42
0:8:19.35,42
0:8:20.065,42
0:8:20.78,45
0:8:21.53,44
0:8:22.27,47
0:8:23.06,48
0:8:23.865,48
0:8:24.675,47
0:8:25.465,47
0:8:26.25,46
0:8:27.02,45
0:8:27.77,43
0:8:28.495,43
0:8:29.22,43
0:8:29.94,43
0:8:30.665,42
0:8:31.38,45
0:8:32.13,44
0:8:32.865,44
0:8:33.6,44
0:8:34.335,44
0:8:35.08,43
0:8:35.805,45
0:8:36.555,44
0:8:37.29,45
0:8:38.05,47
0:8:38.84,47
0:8:39.625,46
0:8:40.405,45
0:8:41.17,45
0:8:41.92,44
0:8:42.655,44
0:8:43.4,44
0:8:44.145,44
0:8:44.89,44
0:8:45.63,44
0:8:46.365,43
0:8:47.095,43
0:8:47.815,42
0:8:48.525,43
0:8:49.245,43
0:8:49.97,44
0:8:50.715,48
0:8:51.52,48
0:8:52.33,49
0:8:53.15,48
0:8:53.955,46
0:8:54.73,45
0:8:55.495,44
0:8:56.24,45
0:8:56.99,45
0:8:57.745,46
0:8:58.52,47
0:8:59.31,46
0:9:0.085,45
0:9:0.85,43
0:9:1.58,43
0:9:2.305,43
0:9:3.03,44
0:9:3.77,43
0:9:4.5,45
0:9:5.26,46
0:9:6.03,45
0:9:6.795,46
0:9:7.57,45
0:9:8.33,44
0:9:9.075,44
0:9:9.82,43
0:9:10.55,44
0:9:11.285,43
0:9:12.015,42
0:9:12.73,42
0:9:13.445,44
0:9:14.19,44
0:9:14.935,46
0:9:15.715,48
0:9:16.53,47
0:9:17.32,46
0:9:18.095,44
0:9:18.84,43
0:9:19.56,41
0:9:20.245,39
0:9:20.91,39
0:9:21.575,40
0:9:22.25,41
0:9:22.94,42
0:9:23.64,42
0:9:24.355,42
0:9:25.065,42
0:9:25.77,42
0:9:26.485,43
0:9:27.205,43
0:9:27.935,43
0:9:28.655,42
0:9:29.37,43
0:9:30.1,44
0:9:30.835,45
0:9:31.585,45
0:9:32.345,45
0:9:33.1,45
0:9:33.86,46
0:9:34.635,46
0:9:35.405,45
0:9:36.17,45
0:9:36.925,45
0:9:37.685,43
0:9:38.415,45
0:9:39.17,43
0:9:39.895,43
0:9:40.615,41
0:9:41.3,41
0:9:41.99,39
0:9:42.655,40
0:9:43.33,40
0:9:44.0,40
0:9:44.68,39
0:9:45.345,42
0:9:46.05,42
0:9:46.75,42
0:9:47.455,40
0:9:48.135,40
0:9:48.805,39
0:9:49.47,40
0:9:50.145,40
0:9:50.815,39
0:9:51.475,39
0:9:52.135,39
0:9:52.785,40
0:9:53.455,41
0:9:54.14,40
0:9:54.81,41
0:9:55.505,42
0:9:56.21,42
0:9:56.915,43
0:9:57.635,43
0:9:58.355,43
0:9:59.08,41
0:9:59.775,41
0:10:0.47,40
0:10:1.15,43
0:10:1.87,44
0:10:2.615,48
0:10:3.43,51
0:10:4.28,50
0:10:5.12,50
0:10:5.96,47
0:10:6.745,44
0:10:7.49,44
0:10:8.225,41
0:10:8.92,41
0:10:9.61,43
0:10:10.33,46
0:10:11.105,49
0:10:11.93,47
0:10:12.715,46
0:10:13.485,44
0:10:14.225,41
0:10:14.92,41
0:10:15.61,41
0:10:16.305,42
0:10:17.015,41
0:10:17.71,42
0:10:18.41,42
0:10:19.115,42
0:10:19.825,43
0:10:20.555,43
0:10:21.275,44
0:10:22.02,45
0:10:22.78,48
0:10:23.58,47
0:10:24.365,45
0:10:25.125,45
0:10:25.88,46
0:10:26.65,46
0:10:27.42,49
0:10:28.24,48
0:10:29.055,49
0:10:29.885,47
0:10:30.675,44
0:10:31.42,44
0:10:32.155,42
0:10:32.865,42
0:10:33.57,42
0:10:34.27,41
0:10:34.965,42
0:10:35.665,40
0:10:36.345,40
0:10:37.025,39
0:10:37.69,41
0:10:38.375,42
0:10:39.085,44
0:10:39.83,45
0:10:40.585,42
0:10:41.3,42
0:10:42.01,41
0:10:42.695,40
0:10:43.365,40
0:10:44.035,40
0:10:44.705,39
0:10:45.365,39
0:10:46.02,38
0:10:46.66,37
0:10:47.29,38
0:10:47.93,39
0:10:48.585,44
0:10:49.33,49
0:10:50.155,50
0:10:50.995,50
0:10:51.84,49
0:10:52.665,47
0:10:53.46,45
0:10:54.21,43
0:10:54.93,42
0:10:55.635,41
0:10:56.32,40
0:10:56.995,39
0:10:57.66,39
0:10:58.315,39
0:10:58.975,38
0:10:59.62,42
0:11:0.325,46
0:11:1.095,48
0:11:1.895,52
0:11:2.77,52
0:11:3.65,51
0:11:4.51,48
0:11:5.325,48
0:11:6.125,46
0:11:6.895,43
0:11:7.62,42
0:11:8.32,40
0:11:8.995,39
0:11:9.655,39
0:11:10.32,40
0:11:10.995,41
0:11:11.68,45
0:11:12.44,50
0:11:13.28,52
0:11:14.16,52
0:11:15.03,53
0:11:15.915,52
0:11:16.785,50
0:11:17.63,48
0:11:18.445,45
0:11:19.205,45
0:11:19.96,43
0:11:20.69,44
0:11:21.425,44
0:11:22.16,44
0:11:22.905,46
0:11:23.675,45
0:11:24.43,42
0:11:25.145,42
0:11:25.86,43
0:11:26.585,43
0:11:27.305,42
0:11:28.02,42
0:11:28.73,45
0:11:29.48,48
0:11:30.28,49
0:11:31.1,48
0:11:31.91,47
0:11:32.695,46
0:11:33.475,48
0:11:34.28,49
0:11:35.1,48
0:11:35.915,47
0:11:36.7,44
0:11:37.445,42
0:11:38.16,42
0:11:38.875,44
0:11:39.61,46
0:11:40.38,48
0:11:41.195,48
0:11:42.0,47
0:11:42.795,46
0:11:43.57,47
0:11:44.355,45
0:11:45.105,43
0:11:45.835,42
0:11:46.55,43
0:11:47.27,44
0:11:48.01,46
0:11:48.78,46
0:11:49.56,45
0:11:50.32,47
0:11:51.11,46
0:11:51.885,46
0:11:52.66,46
0:11:53.43,45
0:11:54.19,45
0:11:54.95,46
0:11:55.725,47
0:11:56.52,48
0:11:57.335,47
0:11:58.13,47
0:11:58.915,45
0:11:59.675,43
0:12:0.395,43
0:12:1.125,42
0:12:1.825,43
0:12:2.545,41
0:12:3.24,42
0:12:3.95,43
0:12:4.675,45
0:12:5.425,46
0:12:6.195,46
0:12:6.975,44
0:12:7.72,42
0:12:8.42,41
0:12:9.105,42
0:12:9.81,43
0:12:10.535,51
0:12:11.385,50
0:12:12.225,49
0:12:13.05,48
0:12:13.85,46
0:12:14.625,45
0:12:15.385,44
0:12:16.12,42
0:12:16.82,41
0:12:17.51,41
0:12:18.2,41
0:12:18.89,42
0:12:19.595,43
0:12:20.32,45
0:12:21.075,45
0:12:21.835,45
0:12:22.59,45
0:12:23.345,45
0:12:24.11,45
0:12:24.865,44
0:12:25.605,42
0:12:26.315,41
0:12:27.01,42
0:12:27.715,41
0:12:28.41,42
0:12:29.12,42
0:12:29.835,42
0:12:30.54,42
0:12:31.24,42
0:12:31.94,42
0:12:32.655,43
0:12:33.38,43
0:12:34.1,42
0:12:34.815,41
0:12:35.5,41
0:12:36.185,40
0:12:36.86,40
0:12:37.535,39
0:12:38.2,39
0:12:38.86,39
0:12:39.52,39
0:12:40.185,40
0:12:40.86,39
0:12:41.525,38
0:12:42.17,39
0:12:42.835,39
0:12:43.495,42
0:12:44.2,45
0:12:44.955,46
0:12:45.735,44
0:12:46.47,43
0:12:47.19,41
0:12:47.885,41
0:12:48.57,41
0:12:49.265,42
0:12:49.975,44
0:12:50.71,44
0:12:51.455,45
0:12:52.22,44
0:12:52.965,42
0:12:53.68,43
0:12:54.405,41
0:12:55.095,41
0:12:55.785,43
0:12:56.505,44
0:12:57.245,45
0:12:58.0,44
0:12:58.745,43
0:12:59.465,41
0:13:0.16,42
0:13:0.865,41
0:13:1.55,42
0:13:2.265,45
0:13:3.02,45
0:13:3.785,45
0:13:4.55,45
0:13:5.3,45
0:13:6.05,44
0:13:6.785,44
0:13:7.53,43
0:13:8.25,42
0:13:8.95,42
0:13:9.66,41
0:13:10.355,42
0:13:11.065,43
0:13:11.785,44
0:13:12.525,43
0:13:13.25,43
0:13:13.97,43
0:13:14.695,43
0:13:15.415,44
0:13:16.15,44
0:13:16.89,44
0:13:17.63,43
0:13:18.36,42
0:13:19.075,42
0:13:19.79,41
0:13:20.485,40
0:13:21.16,40
0:13:21.84,39
0:13:22.495,39
0:13:23.155,40
0:13:23.825,40
0:13:24.5,40
0:13:25.17,40
0:13:25.845,42
0:13:26.56,43
0:13:27.29,43
0:13:28.02,43
0:13:28.74,41
0:13:29.43,40
0:13:30.1,39
0:13:30.75,37
0:13:31.38,37
0:13:32.005,36
0:13:32.61,36
0:13:33.215,36
0:13:33.83,39
0:13:34.495,43
0:13:35.22,47
0:13:36.015,51
0:13:36.865,53
0:13:37.755,54
0:13:38.655,49
0:13:39.475,46
0:13:40.25,44
0:13:40.985,42
0:13:41.69,41
0:13:42.38,40
0:13:43.05,40
0:13:43.72,40
0:13:44.395,41
0:13:45.09,43
0:13:45.81,42
0:13:46.515,41
0:13:47.2,40
0:13:47.88,42
0:13:48.585,43
0:13:49.305,42
0:13:50.02,41
0:13:50.71,41
0:13:51.405,40
0:13:52.08,39
0:13:52.735,38
0:13:53.375,38
0:13:54.02,38
0:13:54.655,37
0:13:55.275,38
0:13:55.92,40
0:13:56.595,41
0:13:57.28,39
0:13:57.94,38
0:13:58.585,39
0:13:59.235,39
0:13:59.885,39
0:14:0.54,39
0:14:1.205,39
0:14:1.86,39
0:14:2.51,40
0:14:3.18,40
0:14:3.855,39
0:14:4.52,38
0:14:5.165,38
0:14:5.8,37
0:14:6.425,36
0:14:7.04,38
0:14:7.675,36
0:14:8.285,36
0:14:8.895,36
0:14:9.505,37
0:14:10.13,38
0:14:10.765,39
0:14:11.415,39
0:14:12.08,40
0:14:12.75,39
0:14:13.415,39
0:14:14.075,39
0:14:14.725,39
0:14:15.38,39
0:14:16.03,38
0:14:16.675,40
0:14:17.345,39
0:14:18.01,39
0:14:18.665,42
0:14:19.375,45
0:14:20.13,45
0:14:20.885,45
0:14:21.65,43
0:14:22.375,42
0:14:23.085,41
0:14:23.775,40
0:14:24.445,39
0:14:25.105,39
0:14:25.755,40
0:14:26.43,40
0:14:27.1,43
0:14:27.825,46
0:14:28.605,49
0:14:29.425,44
0:14:30.17,45
0:14:30.92,42
0:14:31.63,41
0:14:32.315,40
0:14:32.995,41
0:14:33.685,42
0:14:34.385,41
0:14:35.08,43
0:14:35.805,42
0:14:36.515,42
0:14:37.22,42
0:14:37.92,42
0:14:38.625,41
0:14:39.315,41
0:14:40.01,41
0:14:40.695,40
0:14:41.37,39
0:14:42.03,39
0:14:42.685,38
0:14:43.325,39
0:14:43.975,40
0:14:44.655,44
0:14:45.39,44
0:14:46.13,48
0:14:46.94,48
0:14:47.74,47
0:14:48.525,45
0:14:49.285,42
0:14:50.0,44
0:14:50.735,41
0:14:51.42,40
0:14:52.1,40
0:14:52.775,40
0:14:53.45,39
0:14:54.105,38
0:14:54.75,39
0:14:55.4,40
0:14:56.075,41
0:14:56.765,42
0:14:57.475,42
0:14:58.175,42
0:14:58.89,42
0:14:59.595,43
0:15:0.315,42
0:15:1.025,41
0:15:1.72,40
0:15:2.4,40
0:15:3.08,41
0:15:3.765,43
0:15:4.485,45
0:15:5.25,47
0:15:6.045,45
0:15:6.81,44
0:15:7.55,43
0:15:8.28,42
0:15:8.995,42
0:15:9.71,42
0:15:10.425,41
0:15:11.115,41
0:15:11.8,41
0:15:12.49,42
0:15:13.205,50
0:15:14.045,48
0:15:14.855,52
0:15:15.725,51
0:15:16.585,48
0:15:17.395,48
0:15:18.195,45
0:15:18.955,42
0:15:19.655,42
0:15:20.365,40
0:15:21.04,39
0:15:21.7,98
0:15:23.34,17
0:15:23.635,38
0:15:24.275,38
0:15:24.92,39
0:15:25.57,38
0:15:26.215,38
0:15:26.86,38
0:15:27.505,37
0:15:28.135,38
0:15:28.77,38
0:15:29.41,38
0:15:30.05,39
0:15:30.715,44
0:15:31.45,51
0:15:32.3,57
0:15:33.25,57
0:15:34.2,55
0:15:35.12,53
0:15:36.015,46
0:15:36.795,46
0:15:37.57,42
0:15:38.275,41
0:15:38.96,40
0:15:39.63,39
0:15:40.295,39
0:15:40.955,37
0:15:41.585,39
0:15:42.25,40
0:15:42.925,42
0:15:43.625,42
0:15:44.34,43
0:15:45.06,42
0:15:45.765,41
0:15:46.45,41
0:15:47.135,39
0:15:47.795,39
0:15:48.46,40
0:15:49.135,42
0:15:49.84,42
0:15:50.555,41
0:15:51.245,40
0:15:51.925,41
0:15:52.61,42
0:15:53.31,43
0:15:54.03,43
0:15:54.76,44
0:15:55.495,45
0:15:56.255,45
0:15:57.005,44
0:15:57.75,44
0:15:58.485,43
0:15:59.205,42
0:15:59.905,41
0:16:0.59,41
0:16:1.275,41
0:16:1.96,42
0:16:2.66,43
0:16:3.39,46
0:16:4.17,48
0:16:4.985,48
0:16:5.785,48
0:16:6.59,46
0:16:7.37,45
0:16:8.125,43
0:16:8.855,41
0:16:9.55,39
0:16:10.215,41
0:16:10.91,42
0:16:11.625,47
0:16:12.42,46
0:16:13.195,48
0:16:14.005,49
0:16:14.825,48
0:16:15.63,45
0:16:16.395,45
0:16:17.15,43
0:16:17.875,42
0:16:18.59,42
0:16:19.295,43
0:16:20.015,43
0:16:20.745,45
0:16:21.51,48
0:16:22.325,49
0:16:23.155,49
0:16:23.98,50
0:16:24.82,48
0:16:25.635,47
0:16:26.425,45
0:16:27.185,45
0:16:27.935,43
0:16:28.66,44
0:16:29.395,45
0:16:30.145,45
0:16:30.895,45
0:16:31.66,44
0:16:32.405,46
0:16:33.185,46
0:16:33.955,46
0:16:34.73,45
0:16:35.48,44
0:16:36.22,44
0:16:36.955,42
0:16:37.66,42
0:16:38.365,41
0:16:39.05,41
0:16:39.74,40
0:16:40.41,39
0:16:41.065,38
0:16:41.71,38
0:16:42.345,40
0:16:43.02,39
0:16:43.68,41
0:16:44.365,42
0:16:45.065,41
0:16:45.76,41
0:16:46.45,42
0:16:47.165,44
0:16:47.9,42
0:16:48.6,42
0:16:49.305,39
0:16:49.955,39
0:16:50.615,39
0:16:51.265,39
0:16:51.92,39
0:16:52.585,40
0:16:53.255,41
0:16:53.945,42
0:16:54.645,41
0:16:55.34,41
0:16:56.03,41
0:16:56.725,41
0:16:57.42,42
0:16:58.125,43
0:16:58.845,43
0:16:59.565,45
0:17:0.33,43
0:17:1.055,42
0:17:1.76,42
0:17:2.465,45
0:17:3.23,46
0:17:4.0,45
0:17:4.755,44
0:17:5.495,44
0:17:6.24,44
0:17:6.975,45
0:17:7.725,44
0:17:8.47,43
0:17:9.195,44
0:17:9.93,43
0:17:10.66,44
