time, interval
1:27:8.19999980926513671875 ,43
1:27:8.92500019073486328125 ,43
1:27:9.65499973297119140625 ,43
1:27:10.38500022888183593750 ,43
1:27:11.09000015258789062500 ,43
1:27:11.81999969482421875000 ,43
1:27:12.53999996185302734375 ,43
1:27:13.26500034332275390625 ,43
1:27:13.99499988555908203125 ,43
1:27:14.72500038146972656250 ,48
1:27:15.47999954223632812500 ,45
1:27:16.23999977111816406250 ,45
1:27:17.01499938964843750000 ,45
1:27:17.85000038146972656250 ,45
1:27:18.68000030517578125000 ,45
1:27:19.47999954223632812500 ,45
1:27:20.22999954223632812500 ,44
1:27:20.96999931335449218750 ,44
1:27:21.64500045776367187500 ,44
1:27:22.44000053405761718750 ,44
1:27:23.22999954223632812500 ,42
1:27:23.96999931335449218750 ,42
1:27:24.68000030517578125000 ,42
1:27:25.37999916076660156250 ,42
1:27:26.07999992370605468750 ,42
1:27:26.79500007629394531250 ,43
1:27:27.52499961853027343750 ,43
1:27:28.25499916076660156250 ,41
1:27:28.97500038146972656250 ,41
1:27:29.65999984741210937500 ,42
1:27:30.34000015258789062500 ,42
1:27:31.02499961853027343750 ,44
1:27:31.72500038146972656250 ,51
1:27:32.47000122070312500000 ,53
1:27:33.33499908447265625000 ,52
1:27:34.23498916625976562500 ,52
1:27:35.13000106811523437500 ,50
1:27:36.00000000000000000000 ,49
1:27:36.83499908447265625000 ,48
1:27:37.66500091552734375000 ,48
1:27:38.47499847412109375000 ,48
1:27:39.29000091552734375000 ,48
1:27:40.09500122070312500000 ,48
1:27:40.90000152587890625000 ,48
1:27:41.70500183105468750000 ,49
1:27:42.50000000000000000000 ,49
1:27:43.31499862670898437500 ,49
1:27:44.13499832153320312500 ,49
1:27:44.95999908447265625000 ,49
1:27:45.79499816894531250000 ,47
1:27:46.62500000000000000000 ,47
1:27:47.41999816894531250000 ,47
1:27:48.21500015258789062500 ,47
1:27:49.00999832153320312500 ,47
1:27:49.79999923706054687500 ,47
1:27:50.59999847412109375000 ,47
1:27:51.38499832153320312500 ,47
1:27:52.15499877929687500000 ,50
1:27:52.97499847412109375000 ,50
1:27:53.81000137329101562500 ,50
1:27:54.66999816894531250000 ,49
1:27:55.50999832153320312500 ,46
1:27:56.29999923706054687500 ,46
1:27:57.13000106811523437500 ,46
1:27:57.95999908447265625000 ,46
1:27:58.79000091552734375000 ,46
1:27:59.60998916625976562500 ,46
1:28:0.38499999046325683594 ,46
1:28:1.16499996185302734375 ,49
1:28:1.95000004768371582031 ,48
1:28:2.75999999046325683594 ,48
1:28:3.58999991416931152344 ,48
1:28:4.42000007629394531250 ,46
1:28:5.24499988555908203125 ,46
1:28:6.06500005722045898438 ,46
1:28:6.86999988555908203125 ,46
1:28:7.67000007629394531250 ,46
1:28:8.43999958038330078125 ,46
1:28:9.22000026702880859375 ,46
1:28:10.00000000000000000000 ,48
1:28:10.80000019073486328125 ,48
1:28:11.60499954223632812500 ,48
1:28:12.40499973297119140625 ,46
1:28:13.23999977111816406250 ,46
1:28:14.06000041961669921875 ,45
1:28:14.85499954223632812500 ,45
1:28:15.61999988555908203125 ,45
1:28:16.40500068664550781250 ,44
1:28:17.16500091552734375000 ,45
1:28:17.93499946594238281250 ,43
1:28:18.68000030517578125000 ,44
1:28:19.43499946594238281250 ,43
1:28:20.18000030517578125000 ,44
1:28:20.93000030517578125000 ,42
1:28:21.67499923706054687500 ,42
1:28:22.39999961853027343750 ,45
1:28:23.10000038146972656250 ,42
1:28:23.81999969482421875000 ,46
1:28:24.51000022888183593750 ,41
1:28:25.20999908447265625000 ,46
1:28:25.88999938964843750000 ,46
1:28:26.59000015258789062500 ,46
1:28:27.34000015258789062500 ,46
1:28:28.12000083923339843750 ,46
1:28:28.91500091552734375000 ,45
1:28:29.68499946594238281250 ,45
1:28:30.44000053405761718750 ,45
1:28:31.20499992370605468750 ,47
1:28:31.97500038146972656250 ,47
1:28:32.76499938964843750000 ,47
1:28:33.54999923706054687500 ,47
1:28:34.34500122070312500000 ,51
1:28:35.16999816894531250000 ,48
1:28:36.02000045776367187500 ,48
1:28:36.86999893188476562500 ,47
1:28:37.72499847412109375000 ,47
1:28:38.56499862670898437500 ,47
1:28:39.35499954223632812500 ,47
1:28:40.16500091552734375000 ,47
1:28:40.95500183105468750000 ,47
1:28:41.75000000000000000000 ,49
1:28:42.61500167846679687500 ,51
1:28:43.45999908447265625000 ,49
1:28:44.33499908447265625000 ,49
1:28:45.18500137329101562500 ,48
1:28:46.00999832153320312500 ,47
1:28:46.84000015258789062500 ,47
1:28:47.66500091552734375000 ,47
1:28:48.47000122070312500000 ,47
1:28:49.25500106811523437500 ,47
1:28:50.04999923706054687500 ,45
1:28:50.86999893188476562500 ,45
1:28:51.70000076293945312500 ,45
1:28:52.51499938964843750000 ,45
1:28:53.27999877929687500000 ,45
1:28:54.01499938964843750000 ,45
1:28:54.76499938964843750000 ,45
1:28:55.51499938964843750000 ,45
1:28:56.27000045776367187500 ,45
1:28:57.03499984741210937500 ,48
1:28:57.81999969482421875000 ,48
1:28:58.63999938964843750000 ,48
1:28:59.49000167846679687500 ,48
1:29:0.32499998807907104492 ,48
1:29:1.13999998569488525391 ,48
1:29:1.94000005722045898438 ,48
1:29:2.73498988151550292969 ,48
1:29:3.53999996185302734375 ,48
1:29:4.38000011444091796875 ,50
1:29:5.19500017166137695312 ,50
1:29:6.01999998092651367188 ,50
1:29:6.85500001907348632812 ,50
1:29:7.70499992370605468750 ,50
1:29:8.55000019073486328125 ,49
1:29:9.36499977111816406250 ,49
1:29:10.21000003814697265625 ,49
1:29:11.05000019073486328125 ,49
1:29:11.89500045776367187500 ,49
1:29:12.70499992370605468750 ,50
1:29:13.52499961853027343750 ,49
1:29:14.34500026702880859375 ,50
1:29:15.18500041961669921875 ,50
1:29:16.03000068664550781250 ,50
1:29:16.84000015258789062500 ,49
1:29:17.68000030517578125000 ,50
1:29:18.50499916076660156250 ,49
1:29:19.35499954223632812500 ,49
1:29:20.18499946594238281250 ,48
1:29:20.99500083923339843750 ,48
1:29:21.81999969482421875000 ,48
1:29:22.63999938964843750000 ,48
1:29:23.45999908447265625000 ,48
1:29:24.25000000000000000000 ,47
1:29:25.05999946594238281250 ,48
1:29:25.85499954223632812500 ,47
1:29:26.65999984741210937500 ,47
1:29:27.44499969482421875000 ,47
1:29:28.24500083923339843750 ,49
1:29:29.04000091552734375000 ,47
1:29:29.85000038146972656250 ,49
1:29:30.62999916076660156250 ,49
1:29:31.42000007629394531250 ,49
1:29:32.22499847412109375000 ,49
1:29:33.04999923706054687500 ,49
1:29:33.90999984741210937500 ,49
1:29:34.72999954223632812500 ,49
1:29:35.56499862670898437500 ,52
1:29:36.38999938964843750000 ,54
1:29:37.20999908447265625000 ,51
1:29:38.02000045776367187500 ,51
1:29:38.84500122070312500000 ,51
1:29:39.71500015258789062500 ,50
1:29:40.61500167846679687500 ,50
1:29:41.51499938964843750000 ,49
1:29:42.36000061035156250000 ,49
1:29:43.22499847412109375000 ,49
1:29:44.07500076293945312500 ,49
1:29:44.91999816894531250000 ,47
1:29:45.72000122070312500000 ,47
1:29:46.54000091552734375000 ,47
1:29:47.36000061035156250000 ,47
1:29:48.18000030517578125000 ,47
1:29:48.97499847412109375000 ,47
1:29:49.74000167846679687500 ,47
1:29:50.52999877929687500000 ,47
1:29:51.31999969482421875000 ,47
1:29:52.13499832153320312500 ,50
1:29:52.91500091552734375000 ,50
1:29:53.70000076293945312500 ,50
1:29:54.50999832153320312500 ,50
1:29:55.34999847412109375000 ,50
1:29:56.20000076293945312500 ,49
1:29:57.02000045776367187500 ,49
1:29:57.86500167846679687500 ,49
1:29:58.68000030517578125000 ,48
1:29:59.52000045776367187500 ,49
1:30:0.32499998807907104492 ,50
1:30:1.16499996185302734375 ,50
1:30:1.99000000953674316406 ,51
1:30:2.81999993324279785156 ,51
1:30:3.63499999046325683594 ,51
1:30:4.46000003814697265625 ,51
1:30:5.30499982833862304688 ,51
1:30:6.16499996185302734375 ,51
1:30:7.04500007629394531250 ,49
1:30:7.89499998092651367188 ,49
1:30:8.71500015258789062500 ,49
1:30:9.54500007629394531250 ,48
1:30:10.38000011444091796875 ,48
1:30:11.23499965667724609375 ,48
1:30:12.09000015258789062500 ,48
1:30:12.89500045776367187500 ,48
1:30:13.69999980926513671875 ,51
1:30:14.52499961853027343750 ,49
1:30:15.35499954223632812500 ,50
1:30:16.20999908447265625000 ,50
1:30:17.06500053405761718750 ,46
1:30:17.90500068664550781250 ,45
1:30:18.76499938964843750000 ,45
1:30:19.61499977111816406250 ,45
1:30:20.45499992370605468750 ,45
1:30:21.22999954223632812500 ,45
1:30:21.98999977111816406250 ,45
1:30:22.72999954223632812500 ,45
1:30:23.48500061035156250000 ,45
1:30:24.23999977111816406250 ,45
1:30:25.00499916076660156250 ,46
1:30:25.77499961853027343750 ,46
1:30:26.54500007629394531250 ,46
1:30:27.32500076293945312500 ,46
1:30:28.08499908447265625000 ,46
1:30:28.87000083923339843750 ,46
1:30:29.64500045776367187500 ,46
1:30:30.42000007629394531250 ,46
1:30:31.21999931335449218750 ,47
1:30:31.98999977111816406250 ,46
1:30:32.78499984741210937500 ,47
1:30:33.56499862670898437500 ,48
1:30:34.37500000000000000000 ,48
1:30:35.18000030517578125000 ,48
1:30:35.97499847412109375000 ,48
1:30:36.78499984741210937500 ,48
1:30:37.59999847412109375000 ,48
1:30:38.43000030517578125000 ,48
1:30:39.24499893188476562500 ,48
1:30:40.05500030517578125000 ,50
1:30:40.88999938964843750000 ,50
1:30:41.72999954223632812500 ,50
1:30:42.59000015258789062500 ,45
1:30:43.41500091552734375000 ,45
1:30:44.25999832153320312500 ,45
1:30:45.09500122070312500000 ,45
1:30:45.91500091552734375000 ,45
1:30:46.69499969482421875000 ,46
1:30:47.49000167846679687500 ,45
1:30:48.25000000000000000000 ,45
1:30:49.01499938964843750000 ,45
1:30:49.76499938964843750000 ,50
1:30:50.56000137329101562500 ,49
1:30:51.38499832153320312500 ,48
1:30:52.23500061035156250000 ,48
1:30:53.09500122070312500000 ,48
1:30:53.91500091552734375000 ,49
1:30:54.75500106811523437500 ,46
1:30:55.58499908447265625000 ,45
1:30:56.39500045776367187500 ,42
1:30:57.20500183105468750000 ,42
1:30:57.98500061035156250000 ,42
1:30:58.74000167846679687500 ,42
1:30:59.45500183105468750000 ,42
1:31:0.15999999642372131348 ,42
1:31:0.86500000953674316406 ,51
1:31:1.59500002861022949219 ,51
1:31:2.36500000953674316406 ,51
1:31:3.17499995231628417969 ,51
1:31:4.03999996185302734375 ,51
1:31:4.91499996185302734375 ,48
1:31:5.73999977111816406250 ,46
1:31:6.57000017166137695312 ,46
1:31:7.36999988555908203125 ,46
1:31:8.17000007629394531250 ,46
1:31:8.93000030517578125000 ,45
1:31:9.70499992370605468750 ,46
1:31:10.47999954223632812500 ,45
1:31:11.27999973297119140625 ,43
1:31:12.06499958038330078125 ,42
1:31:12.85999965667724609375 ,42
1:31:13.61499977111816406250 ,42
1:31:14.35499954223632812500 ,42
1:31:15.08500003814697265625 ,42
1:31:15.77999973297119140625 ,42
1:31:16.49500083923339843750 ,42
1:31:17.19499969482421875000 ,42
1:31:17.90999984741210937500 ,45
1:31:18.69000053405761718750 ,48
1:31:19.50000000000000000000 ,48
1:31:20.30500030517578125000 ,48
1:31:21.08499908447265625000 ,48
1:31:21.85000038146972656250 ,48
1:31:22.59499931335449218750 ,48
1:31:23.35499954223632812500 ,48
1:31:24.16500091552734375000 ,48
1:31:24.99500083923339843750 ,46
1:31:25.80999946594238281250 ,43
1:31:26.62000083923339843750 ,42
1:31:27.42000007629394531250 ,42
1:31:28.19000053405761718750 ,42
1:31:28.96999931335449218750 ,42
1:31:29.70000076293945312500 ,42
1:31:30.40999984741210937500 ,42
1:31:31.12500000000000000000 ,42
1:31:31.84000015258789062500 ,43
1:31:32.56999969482421875000 ,43
1:31:33.31499862670898437500 ,44
1:31:34.04499816894531250000 ,48
1:31:34.80500030517578125000 ,48
1:31:35.61000061035156250000 ,48
1:31:36.42499923706054687500 ,48
1:31:37.25000000000000000000 ,43
1:31:38.04000091552734375000 ,43
1:31:38.82500076293945312500 ,43
1:31:39.56999969482421875000 ,43
1:31:40.29499816894531250000 ,43
1:31:41.02000045776367187500 ,53
1:31:41.78499984741210937500 ,51
1:31:42.61000061035156250000 ,49
1:31:43.51499938964843750000 ,49
1:31:44.40000152587890625000 ,46
1:31:45.29000091552734375000 ,46
1:31:46.15000152587890625000 ,44
1:31:46.97999954223632812500 ,44
1:31:47.75000000000000000000 ,44
1:31:48.52000045776367187500 ,42
1:31:49.25999832153320312500 ,42
1:31:49.99499893188476562500 ,42
1:31:50.72999954223632812500 ,42
1:31:51.43000030517578125000 ,42
1:31:52.13000106811523437500 ,50
1:31:52.86999893188476562500 ,49
1:31:53.66500091552734375000 ,48
1:31:54.48500061035156250000 ,48
1:31:55.32500076293945312500 ,48
1:31:56.16500091552734375000 ,48
1:31:56.97000122070312500000 ,48
1:31:57.79999923706054687500 ,48
1:31:58.61500167846679687500 ,48
1:31:59.40999984741210937500 ,48
1:32:0.23999999463558197021 ,48
1:32:1.05999994277954101562 ,48
1:32:1.88499999046325683594 ,48
1:32:2.69000005722045898438 ,48
1:32:3.48499989509582519531 ,49
1:32:4.29500007629394531250 ,48
1:32:5.11000013351440429688 ,49
1:32:5.95499992370605468750 ,49
1:32:6.79500007629394531250 ,49
1:32:7.61499977111816406250 ,49
1:32:8.43500041961669921875 ,52
1:32:9.28499984741210937500 ,52
1:32:10.16499996185302734375 ,52
1:32:11.06000041961669921875 ,48
1:32:11.89999961853027343750 ,50
1:32:12.75500011444091796875 ,48
1:32:13.57999992370605468750 ,49
1:32:14.42000007629394531250 ,48
1:32:15.22999954223632812500 ,48
1:32:16.04000091552734375000 ,51
1:32:16.87500000000000000000 ,51
1:32:17.73500061035156250000 ,51
1:32:18.60499954223632812500 ,48
1:32:19.42499923706054687500 ,48
1:32:20.23999977111816406250 ,48
1:32:21.05999946594238281250 ,48
1:32:21.87000083923339843750 ,48
1:32:22.66500091552734375000 ,46
1:32:23.49500083923339843750 ,46
1:32:24.30999946594238281250 ,46
1:32:25.12000083923339843750 ,46
1:32:25.89999961853027343750 ,46
1:32:26.67000007629394531250 ,46
1:32:27.44499969482421875000 ,48
1:32:28.24500083923339843750 ,48
1:32:29.07500076293945312500 ,48
1:32:29.88500022888183593750 ,48
1:32:30.70000076293945312500 ,47
1:32:31.54000091552734375000 ,47
1:32:32.36500167846679687500 ,47
1:32:33.18500137329101562500 ,47
1:32:33.97499847412109375000 ,47
1:32:34.74499893188476562500 ,47
1:32:35.53499984741210937500 ,47
1:32:36.33499908447265625000 ,46
1:32:37.11000061035156250000 ,46
1:32:37.88499832153320312500 ,48
1:32:38.66999816894531250000 ,46
1:32:39.49499893188476562500 ,46
1:32:40.31999969482421875000 ,46
1:32:41.15000152587890625000 ,46
1:32:41.96500015258789062500 ,46
1:32:42.73500061035156250000 ,45
1:32:43.51499938964843750000 ,45
1:32:44.27999877929687500000 ,45
1:32:45.04999923706054687500 ,45
1:32:45.82500076293945312500 ,45
1:32:46.56999969482421875000 ,45
1:32:47.33499908447265625000 ,45
1:32:48.09999847412109375000 ,45
1:32:48.86500167846679687500 ,45
1:32:49.61500167846679687500 ,45
1:32:50.34500122070312500000 ,45
1:32:51.11500167846679687500 ,46
1:32:51.88000106811523437500 ,45
1:32:52.68500137329101562500 ,45
1:32:53.49000167846679687500 ,45
1:32:54.27500152587890625000 ,45
1:32:55.02500152587890625000 ,45
1:32:55.79000091552734375000 ,45
1:32:56.54499816894531250000 ,45
1:32:57.31499862670898437500 ,42
1:32:58.06000137329101562500 ,44
1:32:58.81499862670898437500 ,42
1:32:59.55500030517578125000 ,42
1:33:0.28499999642372131348 ,42
1:33:0.98500001430511474609 ,42
1:33:1.67999994754791259766 ,41
1:33:2.39499998092651367188 ,42
1:33:3.08999991416931152344 ,47
1:33:3.81999993324279785156 ,43
1:33:4.54500007629394531250 ,46
1:33:5.32499980926513671875 ,44
1:33:6.13000011444091796875 ,44
1:33:6.92500019073486328125 ,43
1:33:7.71000003814697265625 ,43
1:33:8.48499965667724609375 ,42
1:33:9.22500038146972656250 ,42
1:33:9.94499969482421875000 ,42
1:33:10.67000007629394531250 ,42
1:33:11.38000011444091796875 ,42
1:33:12.09000015258789062500 ,42
1:33:12.78999996185302734375 ,42
1:33:13.50000000000000000000 ,47
1:33:14.23499965667724609375 ,47
1:33:15.01000022888183593750 ,46
1:33:15.77499961853027343750 ,47
1:33:16.56500053405761718750 ,47
1:33:17.37500000000000000000 ,42
1:33:18.14999961853027343750 ,41
1:33:18.90999984741210937500 ,41
1:33:19.65500068664550781250 ,41
1:33:20.36499977111816406250 ,41
1:33:21.04999923706054687500 ,41
1:33:21.73999977111816406250 ,48
1:33:22.45999908447265625000 ,50
1:33:23.20999908447265625000 ,49
1:33:24.00000000000000000000 ,49
1:33:24.81500053405761718750 ,49
1:33:25.64999961853027343750 ,49
1:33:26.48500061035156250000 ,49
1:33:27.31500053405761718750 ,49
1:33:28.14500045776367187500 ,49
1:33:28.96500015258789062500 ,51
1:33:29.80999946594238281250 ,51
1:33:30.65999984741210937500 ,51
1:33:31.51000022888183593750 ,51
1:33:32.35499954223632812500 ,49
1:33:33.20999908447265625000 ,51
1:33:34.06999969482421875000 ,49
1:33:34.95500183105468750000 ,49
1:33:35.83499908447265625000 ,49
1:33:36.68500137329101562500 ,49
1:33:37.50999832153320312500 ,49
1:33:38.34000015258789062500 ,50
1:33:39.16500091552734375000 ,50
1:33:39.99000167846679687500 ,50
1:33:40.76499938964843750000 ,50
1:33:41.58499908447265625000 ,50
1:33:42.41999816894531250000 ,50
1:33:43.27999877929687500000 ,48
1:33:44.11999893188476562500 ,48
1:33:44.93000030517578125000 ,46
1:33:45.73500061035156250000 ,45
1:33:46.54999923706054687500 ,45
1:33:47.35499954223632812500 ,45
1:33:48.15999984741210937500 ,45
1:33:48.93500137329101562500 ,45
1:33:49.69499969482421875000 ,45
1:33:50.45999908447265625000 ,46
1:33:51.22999954223632812500 ,46
1:33:52.01499938964843750000 ,45
1:33:52.77000045776367187500 ,45
1:33:53.53499984741210937500 ,44
1:33:54.31000137329101562500 ,44
1:33:55.08000183105468750000 ,44
1:33:55.85499954223632812500 ,44
1:33:56.59999847412109375000 ,44
1:33:57.33499908447265625000 ,44
1:33:58.07500076293945312500 ,44
1:33:58.79499816894531250000 ,44
1:33:59.53499984741210937500 ,44
1:34:0.28999999165534973145 ,42
1:34:1.02999997138977050781 ,42
1:34:1.75499999523162841797 ,42
1:34:2.45000004768371582031 ,42
1:34:3.15499997138977050781 ,42
1:34:3.85999989509582519531 ,42
1:34:4.56500005722045898438 ,52
1:34:5.31500005722045898438 ,53
1:34:6.11000013351440429688 ,53
1:34:6.90999984741210937500 ,53
1:34:7.78000020980834960938 ,53
1:34:8.66499996185302734375 ,53
1:34:9.56999969482421875000 ,47
1:34:10.45499992370605468750 ,46
1:34:11.27999973297119140625 ,45
1:34:12.08500003814697265625 ,45
1:34:12.86999988555908203125 ,45
1:34:13.64999961853027343750 ,45
1:34:14.39999961853027343750 ,45
1:34:15.15499973297119140625 ,45
1:34:15.92500019073486328125 ,43
1:34:16.70999908447265625000 ,43
1:34:17.50499916076660156250 ,43
1:34:18.27000045776367187500 ,43
1:34:19.00499916076660156250 ,44
1:34:19.75499916076660156250 ,43
1:34:20.47500038146972656250 ,43
1:34:21.19000053405761718750 ,42
1:34:21.90999984741210937500 ,43
1:34:22.62000083923339843750 ,50
1:34:23.37999916076660156250 ,49
1:34:24.14999961853027343750 ,49
1:34:24.95999908447265625000 ,49
1:34:25.79999923706054687500 ,49
1:34:26.63999938964843750000 ,48
1:34:27.46999931335449218750 ,47
1:34:28.29999923706054687500 ,47
1:34:29.12999916076660156250 ,46
1:34:29.94499969482421875000 ,44
1:34:30.71500015258789062500 ,46
1:34:31.50000000000000000000 ,44
1:34:32.27500152587890625000 ,46
1:34:33.06499862670898437500 ,41
1:34:33.84000015258789062500 ,40
1:34:34.61500167846679687500 ,40
1:34:35.36000061035156250000 ,40
1:34:36.06999969482421875000 ,40
1:34:36.76499938964843750000 ,40
1:34:37.43500137329101562500 ,40
1:34:38.11500167846679687500 ,44
1:34:38.80500030517578125000 ,41
1:34:39.49000167846679687500 ,44
1:34:40.20500183105468750000 ,44
1:34:40.95000076293945312500 ,44
1:34:41.70999908447265625000 ,41
1:34:42.45500183105468750000 ,41
1:34:43.15499877929687500000 ,41
1:34:43.86000061035156250000 ,41
1:34:44.54000091552734375000 ,45
1:34:45.22999954223632812500 ,41
1:34:45.91999816894531250000 ,45
1:34:46.61999893188476562500 ,42
1:34:47.32500076293945312500 ,45
1:34:48.04499816894531250000 ,45
1:34:48.78499984741210937500 ,44
1:34:49.52999877929687500000 ,45
1:34:50.29499816894531250000 ,45
1:34:51.06499862670898437500 ,46
1:34:51.82500076293945312500 ,46
1:34:52.59500122070312500000 ,46
1:34:53.36500167846679687500 ,46
1:34:54.14500045776367187500 ,48
1:34:54.95000076293945312500 ,48
1:34:55.77000045776367187500 ,45
1:34:56.54999923706054687500 ,46
1:34:57.34000015258789062500 ,44
1:34:58.11000061035156250000 ,43
1:34:58.87500000000000000000 ,42
1:34:59.61500167846679687500 ,41
1:35:0.34499999880790710449 ,41
1:35:1.04999995231628417969 ,41
1:35:1.74000000953674316406 ,41
1:35:2.43499994277954101562 ,42
1:35:3.23000001907348632812 ,42
1:35:3.97000002861022949219 ,42
1:35:4.69999980926513671875 ,40
1:35:5.41499996185302734375 ,39
1:35:6.11499977111816406250 ,38
1:35:6.78999996185302734375 ,37
1:35:7.45499992370605468750 ,36
1:35:8.09500026702880859375 ,36
1:35:8.72500038146972656250 ,36
1:35:9.34000015258789062500 ,36
1:35:9.95499992370605468750 ,36
1:35:10.55500030517578125000 ,36
1:35:11.15499973297119140625 ,36
1:35:11.77000045776367187500 ,46
1:35:12.40999984741210937500 ,48
1:35:13.10000038146972656250 ,49
1:35:13.87500000000000000000 ,46
1:35:14.68000030517578125000 ,48
1:35:15.47999954223632812500 ,43
1:35:16.30500030517578125000 ,43
1:35:17.12500000000000000000 ,42
1:35:17.90500068664550781250 ,42
1:35:18.64999961853027343750 ,42
1:35:19.37999916076660156250 ,42
1:35:20.08499908447265625000 ,42
1:35:20.77000045776367187500 ,42
1:35:21.48500061035156250000 ,42
1:35:22.19499969482421875000 ,42
1:35:22.89999961853027343750 ,42
1:35:23.61499977111816406250 ,41
1:35:24.33499908447265625000 ,41
1:35:25.05500030517578125000 ,41
1:35:25.77499961853027343750 ,41
1:35:26.46500015258789062500 ,41
1:35:27.14999961853027343750 ,41
1:35:27.82999992370605468750 ,49
1:35:28.52499961853027343750 ,41
1:35:29.21500015258789062500 ,50
1:35:29.91500091552734375000 ,48
1:35:30.63999938964843750000 ,47
1:35:31.46500015258789062500 ,45
1:35:32.31999969482421875000 ,45
1:35:33.15499877929687500000 ,43
1:35:33.97000122070312500000 ,42
1:35:34.76499938964843750000 ,42
1:35:35.52500152587890625000 ,42
1:35:36.24499893188476562500 ,42
1:35:36.95999908447265625000 ,42
1:35:37.66500091552734375000 ,42
1:35:38.38000106811523437500 ,42
1:35:39.09500122070312500000 ,42
1:35:39.79999923706054687500 ,42
1:35:40.51499938964843750000 ,42
1:35:41.20500183105468750000 ,42
1:35:41.90999984741210937500 ,41
1:35:42.62500000000000000000 ,39
1:35:43.33499908447265625000 ,39
1:35:44.03499984741210937500 ,39
1:35:44.71500015258789062500 ,40
1:35:45.40000152587890625000 ,38
1:35:46.06499862670898437500 ,38
1:35:46.71500015258789062500 ,38
1:35:47.36500167846679687500 ,38
1:35:48.00500106811523437500 ,38
1:35:48.64500045776367187500 ,38
1:35:49.29499816894531250000 ,38
1:35:49.94499969482421875000 ,38
1:35:50.58000183105468750000 ,38
1:35:51.22000122070312500000 ,38
1:35:51.85499954223632812500 ,38
1:35:52.49499893188476562500 ,42
1:35:53.14500045776367187500 ,42
1:35:53.81999969482421875000 ,42
1:35:54.52500152587890625000 ,42
1:35:55.22999954223632812500 ,42
1:35:55.92499923706054687500 ,42
1:35:56.65000152587890625000 ,42
1:35:57.36500167846679687500 ,42
1:35:58.09000015258789062500 ,42
1:35:58.79000091552734375000 ,42
1:35:59.51499938964843750000 ,41
1:36:0.22499999403953552246 ,40
1:36:0.93500000238418579102 ,39
1:36:1.63499999046325683594 ,38
1:36:2.32999992370605468750 ,38
1:36:3.00500011444091796875 ,37
1:36:3.67499995231628417969 ,37
1:36:4.34000015258789062500 ,36
1:36:4.98500013351440429688 ,36
1:36:5.61999988555908203125 ,36
1:36:6.24499988555908203125 ,36
1:36:6.86000013351440429688 ,36
1:36:7.47499990463256835938 ,36
1:36:8.09000015258789062500 ,49
1:36:8.72500038146972656250 ,50
1:36:9.39500045776367187500 ,47
1:36:10.16499996185302734375 ,46
1:36:10.93500041961669921875 ,44
1:36:11.75500011444091796875 ,49
1:36:12.58500003814697265625 ,42
1:36:13.45499992370605468750 ,42
1:36:14.28999996185302734375 ,40
1:36:15.06999969482421875000 ,46
1:36:15.85499954223632812500 ,39
1:36:16.59499931335449218750 ,38
1:36:17.30500030517578125000 ,37
1:36:17.97999954223632812500 ,37
1:36:18.64500045776367187500 ,36
1:36:19.28000068664550781250 ,36
1:36:19.90500068664550781250 ,36
1:36:20.52499961853027343750 ,36
1:36:21.13500022888183593750 ,36
1:36:21.73500061035156250000 ,36
1:36:22.33499908447265625000 ,36
1:36:22.94000053405761718750 ,36
1:36:23.54999923706054687500 ,39
1:36:24.17499923706054687500 ,37
1:36:24.80500030517578125000 ,42
1:36:25.44499969482421875000 ,45
1:36:26.11000061035156250000 ,43
1:36:26.82500076293945312500 ,43
1:36:27.58499908447265625000 ,43
1:36:28.33499908447265625000 ,43
1:36:29.05999946594238281250 ,43
1:36:29.78499984741210937500 ,42
1:36:30.49500083923339843750 ,41
1:36:31.21500015258789062500 ,41
1:36:31.94499969482421875000 ,41
1:36:32.63499832153320312500 ,41
1:36:33.33499908447265625000 ,40
1:36:34.01499938964843750000 ,40
1:36:34.70000076293945312500 ,40
1:36:35.38499832153320312500 ,40
1:36:36.05500030517578125000 ,40
1:36:36.73500061035156250000 ,46
1:36:37.43500137329101562500 ,45
1:36:38.18999862670898437500 ,45
1:36:38.97000122070312500000 ,45
1:36:39.75000000000000000000 ,44
1:36:40.50999832153320312500 ,44
1:36:41.27500152587890625000 ,43
1:36:42.02000045776367187500 ,43
1:36:42.75500106811523437500 ,42
1:36:43.47499847412109375000 ,42
1:36:44.19499969482421875000 ,42
1:36:44.90000152587890625000 ,42
1:36:45.60499954223632812500 ,41
1:36:46.31999969482421875000 ,41
1:36:47.02999877929687500000 ,41
1:36:47.71500015258789062500 ,41
1:36:48.41500091552734375000 ,41
1:36:49.10499954223632812500 ,41
1:36:49.79499816894531250000 ,41
1:36:50.47999954223632812500 ,46
1:36:51.20000076293945312500 ,46
1:36:51.93500137329101562500 ,46
1:36:52.72499847412109375000 ,44
1:36:53.54000091552734375000 ,44
1:36:54.34999847412109375000 ,44
1:36:55.11000061035156250000 ,45
1:36:55.88499832153320312500 ,42
1:36:56.65000152587890625000 ,45
1:36:57.42499923706054687500 ,42
1:36:58.15999984741210937500 ,44
1:36:58.93500137329101562500 ,42
1:36:59.67499923706054687500 ,42
1:37:0.41499999165534973145 ,42
1:37:1.12999999523162841797 ,42
1:37:1.83000004291534423828 ,42
1:37:2.53999996185302734375 ,42
1:37:3.25000000000000000000 ,42
1:37:3.97000002861022949219 ,42
1:37:4.69000005722045898438 ,42
1:37:5.38999986648559570312 ,42
1:37:6.10500001907348632812 ,42
